"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Betaentomopoxvirus.s__Choristoneura_biennis_entomopoxvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Capripoxvirus.s__Lumpy_skin_disease_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Centapoxvirus.s__Murmansk_microtuspox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000223813786929275,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Centapoxvirus.s__Yokapox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534045393858478,0,0,0.000802246289610911,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Cervidpoxvirus.s__Mule_deerpox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000223813786929275,0,0,0.00233918128654971,0.000802246289610911,1.49053510210165e-05,0.000149846407432382,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Crocodylidpoxvirus.s__Nile_crocodilepox_virus",0,0,0,0,0,0,0.000175395516890588,0,0,0,0,0,0.0162481536189069,0,0,0,0,0,0.00147080453007795,0,0.00133511348464619,0,0,0,0,0.000149846407432382,0,0,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Deltaentomopoxvirus.s__Melanoplus_sanguinipes_entomopoxvirus",0,0,4.20622661746939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.00134288272157565,0,0.00126582278481013,0.000292397660818713,0,4.47160530630496e-05,0,0.00279916025192442,0.000911577028258888,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Molluscipoxvirus.s__Molluscum_contagiosum_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Mustelpoxvirus.s__Sea_otterpox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Orthopoxvirus.s__Akhmeta_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Orthopoxvirus.s__Taterapox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Orthopoxvirus.s__Volepox_virus",0.000475441612112789,0,9.58084951756918e-05,0,0,0,0,5.44540707140562e-05,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0.00044762757385855,0,0.0291139240506329,0.00087719298245614,0.00120336943441637,0.000238485616336265,0.000149846407432382,0.00629811056682995,0,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Parapoxvirus.s__Pseudocowpox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149846407432382,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Salmonpoxvirus.s__Salmon_gillpox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Sciuripoxvirus.s__Squirrelpox_virus",0,0,0,0,9.00538204008984e-05,0,0,0,0,0,0,0.000241165310781697,0,0,0,0,0.00194603009859886,0,0,0,0,0,0.00087719298245614,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Vespertilionpoxvirus.s__Eptesipox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0.00044762757385855,0,0,0,0.000401123144805455,0,0.000149846407432382,0,0,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Yatapoxvirus.s__Tanapox_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Nucleocytoviricota.c__Pokkesviricetes.o__Chitovirales.f__Poxviridae.g__Yatapoxvirus.s__Yaba_monkey_tumor_virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Preplasmiviricota.c__Tectiliviricetes.o__Rowavirales.f__Adenoviridae.g__Atadenovirus.s__Bovine_atadenovirus_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Bamfordvirae.p__Preplasmiviricota.c__Tectiliviricetes.o__Rowavirales.f__Adenoviridae.g__Aviadenovirus.s__Turkey_aviadenovirus_B",0,0,0,0,0,0,0,0,0,0,0,0.00032155374770893,0,0,0,0,0.00220550077841204,0,0,0,0,0,0.00263157894736842,0,2.98107020420331e-05,0.000299692814864764,0,0,0
"k__Viruses.k__Bamfordvirae.p__Preplasmiviricota.c__Tectiliviricetes.o__Rowavirales.f__Adenoviridae.g__Mastadenovirus.s__Squirrel_mastadenovirus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313339301700985,0,0,0,0.0072202166064982,1.49053510210165e-05,0.000224769611148573,0,0.00182315405651778,0.00144092219020173
"k__Viruses.k__Bamfordvirae.p__Preplasmiviricota.c__Tectiliviricetes.o__Rowavirales.f__Adenoviridae.g__Siadenovirus.s__Great_tit_siadenovirus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Bamfordvirae.p__Preplasmiviricota.c__Tectiliviricetes.o__Rowavirales.f__Adenoviridae.g__Siadenovirus.s__Skua_siadenovirus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0,0,0,0.00200561572402728,0,0,0,0.000911577028258888,0
"k__Viruses.k__Helvetiavirae.p__Dividoviricota.c__Laserviricetes.o__Halopanivirales.f__Sphaerolipoviridae.g__Alphasphaerolipovirus.s__Haloarcula_hispanica_virus_SH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Alloherpesviridae.g__Batrachovirus.s__Ranid_herpesvirus_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Alloherpesviridae.g__Cyprinivirus.s__Cyprinid_herpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Alloherpesviridae.g__Cyprinivirus.s__Cyprinid_herpesvirus_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Cytomegalovirus.s__Aotine_betaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Cytomegalovirus.s__Cercopithecine_betaherpesvirus_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032357699661715,0,0.00133511348464619,0,0.00233918128654971,0.000802246289610911,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Cytomegalovirus.s__Panine_betaherpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Iltovirus.s__Psittacid_alphaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719298245614,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus.s__Macacine_gammaherpesvirus_4",0.000365724317009838,0,0,0,0,0.000641100361347476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759493670886076,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Alcelaphine_gammaherpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146198830409357,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Macavirus.s__Ovine_gammaherpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Manticavirus.s__Vombatid_gammaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,4.47160530630496e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Muromegalovirus.s__Murid_betaherpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0.00253164556962025,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Muromegalovirus.s__Murid_betaherpesvirus_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Percavirus.s__Equid_gammaherpesvirus_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus.s__Elephant_endotheliotropic_herpesvirus_4",0,0,0,0,0,0,0,0,0,0,0.000372498935717327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Proboscivirus.s__Elephant_endotheliotropic_herpesvirus_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Rhadinovirus.s__Common_bottlenose_dolphin_gammaherpesvirus_1_strain_Sarasota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Human_betaherpesvirus_6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0.00253164556962025,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Roseolovirus.s__Murine_roseolovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671441360787825,0.00133511348464619,0.00253164556962025,0,0.00200561572402728,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Ateline_alphaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240673886883273,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Cercopithecine_alphaherpesvirus_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Human_alphaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116959064327485,0.000401123144805455,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Leporid_alphaherpesvirus_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Macacine_alphaherpesvirus_1",0,0,0,0,0,0.000699382212379065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Simplexvirus.s__Panine_alphaherpesvirus_3",0,0,0,0,0,0,0,0,0,0.00261380962753213,0,0,0,0,0,0,0,0,0.00117664362406236,0,0,0,0.000292397660818713,0,0,0,0.00699790062981106,0.00455788514129444,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Bubaline_alphaherpesvirus_1",0.000402296748710822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0.0113924050632911,0,0,0,7.49232037161909e-05,0,0.00273473108477666,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Cervid_alphaherpesvirus_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102956317105457,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Equid_alphaherpesvirus_3",0,0,0,0,0,0,0,0,0,0,0.000292677735206471,0,0,0,0,0,0,0.00427715996578272,0.000147080453007795,0,0,0,0,0.00120336943441637,0,0,0,0.00546946216955333,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Equid_alphaherpesvirus_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Equid_alphaherpesvirus_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0.000149846407432382,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Monodontid_alphaherpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Herpesviridae.g__Varicellovirus.s__Suid_alphaherpesvirus_1",0,0,0,0,0.000270161461202695,0,0,0,0,0,0,0.000691340557574199,0,0.00347463516330785,0.00229410415232852,0,0.00661650233523612,0,0.000735402265038976,0.000223813786929275,0,0,0.00321637426900585,0,1.49053510210165e-05,0.000449539222297145,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Malacoherpesviridae.g__Aurivirus.s__Haliotid_herpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Peploviricota.c__Herviviricetes.o__Herpesvirales.f__Malacoherpesviridae.g__Ostreavirus.s__Ostreid_herpesvirus_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000671441360787825,0,0.00126582278481013,0,0,0,0.000299692814864764,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Ackermannviridae.g__Agtrevirus.s__Enterobacter_phage_EspM4VN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Ackermannviridae.g__Campanilevirus.s__Vibrio_virus_YC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Ackermannviridae.g__Miltonvirus.s__Serratia_virus_3M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0.000223813786929275,0.00133511348464619,0,0.00175438596491228,0.000401123144805455,0,0,0.00209937018894332,0.00820419325432999,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Berlinvirus.s__Shigella_virus_A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Elunavirus.s__Erwinia_virus_L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000895255147717099,0,0,0,0,0,0,0.000699790062981106,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Friunavirus.s__Acinetobacter_virus_phiAB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Higashivirus.s__Ralstonia_virus_RsoP1IDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Kajamvirus.s__Synechococcus_virus_SRIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Lingvirus.s__Prochlorococcus_virus_PGSP1",0.000438869180411806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Minipunavirus.s__Morganella_virus_MP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116959064327485,0.000401123144805455,4.47160530630496e-05,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Napahaivirus.s__Pseudomonas_virus_VSW3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Pelagivirus.s__Pelagibacter_virus_HTVC019P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Pradovirus.s__Xanthomonas_virus_XAJ24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000671441360787825,0.00133511348464619,0,0,0,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Przondovirus.s__Klebsiella_virus_KpV763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Przondovirus.s__Klebsiella_virus_SHKp152234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Autographiviridae.g__Stopalavirus.s__Stopalavirus_S38C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Demerecviridae.g__Novosibvirus.s__Proteus_virus_Stubb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Demerecviridae.g__Sugarlandvirus.s__Klebsiella_virus_IME260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Demerecviridae.g__Tequintavirus.s__Escherichia_virus_T5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.00292397660818713,0,0,0.000299692814864764,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Christensenvirus.s__Escherichia_virus_IME542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Tlsvirus.s__Escherichia_virus_LL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Tunavirus.s__Escherichia_virus_ADB2",0,0,0,0,6.88646861889223e-05,0,0,0,0,0,0,0,0,0,0,0,0.0439802802283342,0.00427715996578272,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Tunavirus.s__Escherichia_virus_BIFF",0,0,0,0,0.000100648387506886,0,0,0,0,0,0,0,0,0,0,0,0.057343020238713,0.00484744796122042,0,0.000671441360787825,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Tunavirus.s__Escherichia_virus_DELF2",0,0,0,0,0.000132432088824851,0,0,0,0,0,0,0,0,0,0,0,0.0653866113129216,0.00912460792700314,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Drexlerviridae.g__Tunavirus.s__Escherichia_virus_IME18",0,0,0,0,0.000121837521718863,0,0,0,0,0,0,0.000257242998167144,0,0,0,0,0.0987285936689154,0.00912460792700314,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
