"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Catenulisporales.f__Catenulisporaceae.g__Catenulispora",2.1009718932796e-05,4.31997596764139e-05,3.05815510065612e-05,1.75535322893237e-05,4.19195594031546e-05,1.5156913139879e-05,4.84693737574007e-05,2.80124712254248e-05,4.34130600284744e-05,2.0114314796511e-05,9.48402242770937e-05,5.51546405811481e-05,4.21916079133877e-05,2.24273620089898e-05,1.06899060941402e-05,4.79208481321456e-05,6.24936418652343e-05,2.26273878421305e-05,5.74184771864867e-05,2.18177234256088e-05,4.38167825579994e-05,2.02123013509758e-05,7.8331367796234e-05,4.08561235047487e-05,1.51835254410814e-05,3.61740975838022e-05,2.03370495104274e-05,2.86539357125336e-05,3.17284181003946e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium",0.000775523799830005,0.00166086460663628,0.00112336230697435,0.00071650327253694,0.00123166550864728,0.000836661605321321,0.00134693036444701,0.00128692588394451,0.000717896760868215,0.00398637652781085,0.00123693024902238,0.00177116097184901,0.00156841442472475,0.000519671776341172,0.000271044613534484,0.0013952767874755,0.00132265024302116,0.00099585371766739,0.00147797941795943,0.00105977571380318,0.00189020731423814,0.000751464489513064,0.00250660376947949,0.0023241061066654,0.00151211645330198,0.00280511575943112,0.00126017929142848,0.00172081053482414,0.00171124718149365
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Dietziaceae.g__Dietzia",4.07955707432933e-05,4.85166531750494e-05,2.2018716724724e-05,2.63302984339855e-05,0.00013294778139213,4.81830291394048e-05,5.8071796860282e-05,6.11514077731494e-05,5.83632528859623e-05,9.84665875503618e-05,0.000117771076625781,0.000176979725820826,9.02431613703014e-05,6.03029419052907e-05,2.14966417630798e-05,2.78609582163637e-05,0.000169761209421257,3.33194502290712e-05,8.40415773352382e-05,2.70701383243665e-05,6.32909081393325e-05,3.53715273642077e-05,0.000165366220903161,6.45968439196704e-05,0.000135838325821103,0.000131710816843587,5.62259604111816e-05,7.99791172635554e-05,7.43112950246083e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Gordoniaceae.g__Gordonia",0.000158694770191411,0.000362877981281876,0.000212032086978824,0.000194684630845227,0.000297183349875021,0.00021873818857657,0.000301790440376269,0.000347867289727497,0.000192914988603353,0.00117926017679079,0.000279622820873309,0.000410629329601405,0.000355991691769208,0.000145072096911297,7.2960069462192e-05,0.000142648106067782,0.000252189531982743,0.000201159964442676,0.000386233632008755,0.000220197393832534,0.000359054190405829,0.000236772672968573,0.000440037977914138,0.000395862710174389,0.000259746738795643,0.000666670067650201,0.000343337247617216,0.00032621403734269,0.000313526868334162
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Gordoniaceae.g__Skermania",4.89546848919519e-06,2.19321856818717e-05,1.38636364563077e-05,1.43619809639921e-05,1.0328007389183e-05,6.70095107236756e-06,2.62161392650092e-05,1.79426286280499e-05,6.03757788475471e-06,1.37993554999319e-05,4.22996305461216e-06,1.07581853880811e-05,1.2598882918581e-05,5.41079712804298e-06,2.27817670858726e-06,2.45176432304001e-05,1.45554811432951e-05,6.96227318219399e-06,1.82785463707847e-05,1.01007978822263e-05,1.94741255813331e-05,7.21867905391992e-06,2.45745467596028e-05,1.76675128669184e-05,1.65391973554637e-05,2.179721264665e-05,2.94289069386185e-05,1.51141638923254e-05,2.7136147059548e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Lawsonellaceae.g__Lawsonella",0,0,5.70855618789142e-06,0,6.78408328505159e-06,1.75501099514388e-06,5.9443571589265e-06,3.75330496811247e-05,3.45004450557412e-06,0,1.15767409915701e-05,1.24249465045443e-05,6.73893737505497e-06,2.03885109172634e-06,5.84147873996733e-07,0,1.53465399010828e-05,4.47574704569613e-06,6.75511496311608e-06,9.69676596693726e-06,1.58227270348331e-05,2.88747162156797e-06,2.25266678629693e-05,8.00559176782238e-06,3.5247469773939e-06,9.50729487779416e-06,1.19629703002514e-06,5.98268987404549e-06,3.33983348425206e-06
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Hoyosella",5.30342419662812e-06,0,7.33957224157468e-06,0,3.64517907853518e-06,5.26503298543165e-06,4.26774360128057e-06,2.92940875559998e-06,5.46257046715903e-06,6.78273405928858e-06,1.09088520882103e-05,2.72742728148534e-06,6.73893737505497e-06,2.35252049045347e-06,7.0097744879608e-07,0,6.17025831074465e-06,5.22170488664549e-06,6.15907540754701e-06,9.29273405164821e-06,8.51992994183322e-06,2.88747162156797e-06,1.0495379345247e-05,7.45348199073118e-06,1.35567191438227e-06,6.26090150488884e-06,3.11037227806537e-06,2.83390572981102e-06,4.59227104084658e-06
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium",0.000395921014063661,0.000901878059706055,0.000645882357258572,0.000376603056389126,0.000832923419445289,0.000463163356263881,0.000731003511133628,0.000781053609461844,0.000406817747948949,0.00184396811460107,0.000677684607275759,0.00114461031579668,0.000801054555800013,0.000351858648022158,0.000203225045363464,0.00064191647730502,0.000903072677890525,0.000527143540937544,0.000959226324762483,0.000563624521828228,0.00109055103255465,0.000443948761816075,0.00141406037812548,0.00141754185268165,0.000905317704424479,0.00153623972110698,0.00245145187392752,0.00109168346280609,0.000929308666993136
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacteroides",4.69149063547873e-05,0.000108331705034699,8.03275406439007e-05,0.000102129642410611,0.00011836706507799,0.000120936212210824,9.40427786425039e-05,0.000114063853421174,6.00882751387493e-05,0.00032650678437127,0.000101073854041785,0.000139553362569334,0.000107530000723703,4.01496830370726e-05,1.8050169306499e-05,0.000134847037767201,9.35031451705152e-05,8.23040151180789e-05,0.000113247515558123,7.63620319896309e-05,0.000171615731685498,6.20806398637114e-05,0.000148471220005934,0.000139959828492619,5.04309952150204e-05,0.000267363682782846,0.000132788970332791,0.000108633052976089,0.000129418547514767
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycolicibacter",5.7317776894327e-05,7.177806223158e-05,5.58622998386517e-05,0,8.47504135759428e-05,5.47244337576684e-05,0.00011782020727821,5.73065587814246e-05,3.1337904258965e-05,0.000128638059745128,5.03142973864394e-05,9.75812871820313e-05,0.000128332807403221,9.45713237162296e-05,3.61587534003978e-05,4.12342181602183e-05,7.02460176915544e-05,3.87898077293665e-05,0.000175831668892874,5.81805958016236e-05,7.54622366276657e-05,4.33120743235196e-05,0.000157174705316626,7.03939965791279e-05,0.000113876440808111,0.000112464341847077,7.89556039816593e-05,9.7297430056845e-05,0.000118146609505417
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycolicibacterium",0.000411423330946112,0.000898555001269408,0.000660153747728301,0.000305591039400499,0.000712126234981609,0.000507836363412999,0.00073953899833619,0.000772265383195044,0.000360242147123698,0.00129082445769702,0.000525405937309721,0.000842775029978972,0.000720480304576529,0.000343311156906843,0.000182312551474381,0.000540502589397456,0.000724451610382045,0.000423952706272884,0.000949093652317809,0.000486858457923308,0.000841038798543823,0.000508916873301355,0.00105260975286965,0.000704768130456915,0.000567484263360418,0.00109844038624661,0.000593602586298475,0.00066785711699213,0.000642917945718521
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Nocardiaceae.g__Nocardia",0.000306782691989565,0.000600144353658488,0.000434258024293169,0.000354262197111805,0.000508401226481254,0.000376370085231311,0.000583004259817792,0.000535166362038671,0.000285203679127461,0.00140028375217106,0.000367116267213445,0.000730798987700212,0.00061265730657565,0.000322295307192126,0.000176587902309212,0.000534930397754184,0.000558803906501284,0.000316286124562527,0.000757367595276426,0.000350699702470898,0.000786267820346322,0.000421570856748924,0.000826063149929566,0.000591309571264674,0.00036087986360856,0.000879772604057343,0.000484978815972192,0.000595435081674738,0.000591568005898146
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus",0.000305762802720983,0.000544316971922815,0.000421617649877123,0.000259313545183191,0.000570673035739563,0.00032675113800497,0.000521884074670881,0.000488295821949071,0.000275716056737132,0.00122182768019736,0.00049535093665853,0.000768073827213846,0.00052944607985758,0.000232115355058076,0.000117413722673343,0.00048255179630742,0.000609273455248145,0.000279982842969658,0.000632397968458779,0.00037090129823535,0.00075583949912549,0.000342165387155804,0.000819151558653428,0.000579991320834304,0.000523289358951556,0.000922903258868799,0.000472058808047921,0.000485542515040955,0.000494295355669305
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Segniliparaceae.g__Segniliparus",2.24375639088113e-06,7.97534024795333e-06,6.52406421473305e-06,0,7.08784820826285e-06,1.5954645410399e-06,4.42016301561202e-06,3.47867289727497e-06,3.16254079677628e-06,4.44386024574079e-06,0,1.92435147082577e-05,6.73893737505497e-06,2.27410314077169e-06,1.92768798418922e-06,1.33732599438546e-05,1.29733636277195e-05,5.71901011394506e-06,7.74851422239786e-06,6.46451064462484e-06,7.3027970929999e-06,2.16560371617598e-06,1.66390160351477e-05,3.86476843963839e-06,2.98247821164099e-06,6.02901626396703e-06,3.11037227806537e-06,5.03805463077515e-06,1.08544588238192e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Tsukamurellaceae.g__Tsukamurella",2.22335860550948e-05,8.10826258541922e-05,4.07754013420815e-05,3.51070645786475e-05,6.06517296678492e-05,2.79206294681981e-05,5.0603245558041e-05,3.35051126421747e-05,1.69627188190727e-05,0.000131210820940031,2.20403338108739e-05,7.69740588330309e-05,4.68795643482085e-05,2.94065061306684e-05,1.1799787054734e-05,1.78310132584728e-05,5.06277604984177e-05,2.98383136379742e-05,6.77498294830171e-05,2.06056276797417e-05,4.86853139533327e-05,2.09341692563678e-05,7.70514434858381e-05,3.31265866254719e-05,2.79268414362748e-05,7.18844246857608e-05,4.92874376370359e-05,4.59722485058232e-05,4.00780018110247e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.g__Tomitella",1.59102725898844e-05,5.25043232990261e-05,3.79211232481358e-05,3.27134010846487e-05,3.63505358109481e-05,2.10601319417266e-05,3.30750129099244e-05,2.32521819975748e-05,9.48762239032884e-06,4.20997286438601e-05,2.33761116175935e-05,5.27302607753833e-05,3.39876841524511e-05,2.65050641924425e-05,9.05429204694937e-06,1.44876982725091e-05,4.82545842250544e-05,3.23248397744721e-05,5.40409197049286e-05,2.26257872561869e-05,3.0428321220833e-05,2.30997729725438e-05,8.03792466928676e-05,5.13462092694815e-05,2.44020944588808e-05,4.52176219797527e-05,2.84718693145984e-05,2.9598570955804e-05,3.63206891412411e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Frankiales.f__Frankiaceae.g__Frankia",7.2208160215629e-05,0.000113648598533335,0.000106016043489412,5.90436995186341e-05,0.000168285767459041,8.95055607523381e-05,0.000142512152399905,0.000133105010332574,5.29006824188032e-05,0.000298908073371407,7.14641126595003e-05,0.000203193332470658,0.000134192752946747,6.02245245556089e-05,2.94994676368351e-05,0.000142648106067782,0.00014428911742049,6.26604586397459e-05,0.000179805265930002,7.75741277354981e-05,0.000157010137499498,0.000106114582092623,0.0001845650855591,0.000127813413396613,6.42588487417195e-05,0.000214261962611751,0.000107427473296258,0.000126266244183802,0.000131923422627956
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Geodermatophilales.f__Geodermatophilaceae.g__Blastococcus",2.03977853716466e-05,1.86091272452244e-05,1.06016043489412e-05,1.67556444579908e-05,2.95664525258965e-05,1.69119241350229e-05,1.67661355764594e-05,1.39146915890999e-05,2.09877707422426e-05,5.23907734234704e-05,2.62702968654861e-05,5.13665471346407e-05,4.01406269731535e-05,1.6938147531265e-05,5.89989352736701e-06,3.67764648456001e-05,5.45830542873565e-05,8.4541888640927e-06,1.33115500743758e-05,1.89895000185855e-05,3.65139854649995e-05,3.10403199318557e-05,4.94050783812848e-05,2.01520068638287e-05,7.59176272054071e-06,2.11015569238846e-05,1.19629703002514e-05,2.23563674240647e-05,1.79516049778548e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Geodermatophilales.f__Geodermatophilaceae.g__Geodermatophilus",1.93778961030643e-05,2.59198558058483e-05,3.71056152212942e-05,2.87239619279842e-05,2.24786043176336e-05,2.12196783958306e-05,4.28298554271371e-05,3.35051126421747e-05,1.89752447806577e-05,3.81236431608289e-05,3.89601860293225e-05,2.12133233004416e-05,4.74655589025611e-05,1.16841851025856e-05,4.90684214157256e-06,5.90652314186911e-05,2.72124212678995e-05,2.21300826148309e-05,4.17227688898346e-05,1.85854681032964e-05,5.72052438951659e-05,2.88747162156797e-05,3.19981077598995e-05,1.49069639814624e-05,1.11165096979346e-05,2.71305731878516e-05,2.5361497036533e-05,1.7633191207713e-05,2.75536262450795e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Geodermatophilales.f__Geodermatophilaceae.g__Modestobacter",1.5298339028735e-05,3.85474778651078e-05,2.16109627113032e-05,1.91493079519895e-05,2.65288032937838e-05,1.62737383186069e-05,3.74951759255364e-05,2.61815907531748e-05,9.48762239032884e-06,1.89448778897371e-05,1.46935558739159e-05,1.56069449996106e-05,2.98857222719829e-05,7.1359788210422e-06,3.15439851958236e-06,2.56320815590546e-05,2.64213625101117e-05,1.36758937507382e-05,3.11927367414478e-05,1.29290212892497e-05,2.79940555231663e-05,2.09341692563678e-05,3.02062137253451e-05,2.37407204149215e-05,1.24721816123169e-05,2.94494255970697e-05,1.98585306984173e-05,2.23563674240647e-05,2.33788343897644e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Glycomycetales.f__Glycomycetaceae.g__Natronoglycomyces",0,0,0,0,2.32886441128637e-06,1.91455744924787e-06,2.74354945796608e-06,3.11249680282498e-06,0,2.57276119490256e-06,6.23362976469161e-06,2.12133233004416e-06,6.15294282070237e-06,1.48992964395387e-06,0,0,2.68959977647844e-06,0,2.38415822227626e-06,4.44435106817958e-06,1.46055941859998e-05,4.33120743235195e-06,4.09575779326714e-06,3.58871355109279e-06,1.35567191438227e-06,1.15942620460904e-06,2.39259406005028e-06,5.35293304519859e-06,8.34958371063015e-06
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Glycomycetales.f__Glycomycetaceae.g__Stackebrandtia",1.28506047841374e-05,2.392602074386e-05,1.71256685636743e-05,1.5159868795325e-05,3.29078666812204e-05,7.02004398057554e-06,2.33201703927117e-05,3.55190811616497e-05,8.62511126393531e-06,2.78325983812187e-05,2.31534819831403e-05,6.56097784935086e-05,2.9006730440454e-05,1.59187219854018e-05,7.41867799975851e-06,4.34630948175274e-05,6.17025831074465e-05,9.20014670504205e-06,3.73518121489948e-05,1.21209574586716e-05,3.52968526161662e-05,1.51592260132318e-05,4.37734114155425e-05,1.90477873096464e-05,6.23609080615844e-06,2.29566388512591e-05,1.17237108942464e-05,2.39307594961819e-05,2.83885846161425e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Jatrophihabitantales.f__Jatrophihabitantaceae.g__Jatrophihabitans",7.75115844122572e-06,2.19321856818717e-05,7.33957224157468e-06,1.03725418073276e-05,0.000213141721119904,1.08491588790713e-05,1.37177472898304e-05,8.23896212512493e-06,4.6000593407655e-06,8.18605834741725e-06,9.57307428149068e-06,2.43953217955078e-05,7.91092648376019e-06,4.43058025702071e-05,6.95135970056113e-06,1.56021366011637e-05,2.24660687211728e-05,7.70823102314334e-06,1.29141903706631e-05,1.01007978822263e-05,3.16454540696663e-05,1.01061506754879e-05,1.27992431039598e-05,1.40787993158256e-05,1.27433159951933e-05,5.68118840258431e-05,1.48340831723118e-05,9.4463524327034e-06,1.41942923080713e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Jiangellales.f__Jiangellaceae.g__Jiangella",3.91637479135616e-05,9.4374859600781e-05,4.60762035165521e-05,4.78732698799738e-05,4.6273523302516e-05,4.06843457965174e-05,7.16371247357809e-05,6.48131687176495e-05,3.01878894237736e-05,0.000151559023117896,4.67522232351871e-05,8.3186532085303e-05,7.50073029571337e-05,4.03849350861179e-05,1.70571179207046e-05,6.68662997192729e-05,4.22425376658672e-05,3.15788819335227e-05,9.91412460763212e-05,4.52515745123738e-05,7.78965023253323e-05,4.98088854720475e-05,9.42024292451441e-05,5.93518010373038e-05,2.90113789677806e-05,8.06960638407894e-05,6.19681861553023e-05,5.44739656952562e-05,6.22043986441946e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Kineosporiales.f__Kineosporiaceae.g__Kineococcus",9.17900341724098e-06,2.52552441185189e-05,1.50868984965702e-05,1.27662053013263e-05,2.90601776538777e-05,7.97732270519947e-06,1.31080696325046e-05,2.54492385642748e-05,6.03757788475471e-06,1.70737788388988e-05,2.0481926369701e-05,4.50025501445082e-05,3.45736787068038e-05,1.12920983541767e-05,6.42562661396407e-06,3.90053415029092e-05,3.68633381129103e-05,1.44218515916875e-05,2.44376217783317e-05,3.03023936466789e-05,5.96395095928325e-05,4.33120743235195e-06,3.48139412427707e-05,1.21464150960064e-05,1.22010472294404e-05,1.43768849371521e-05,1.57911207963319e-05,2.0467096937524e-05,2.37963135752959e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micrococcales.f__Beutenbergiaceae.g__Beutenbergia",1.24426490767044e-05,1.26276220592594e-05,1.79411765905159e-05,1.03725418073276e-05,2.33898990872674e-05,1.03705195167593e-05,1.75282326481166e-05,1.13514589279499e-05,4.6000593407655e-06,5.54313093810825e-05,9.79570391594395e-06,3.09108425235006e-05,1.6407847521873e-05,1.64676434331743e-05,6.36721182656439e-06,1.78310132584728e-05,1.55047516526404e-05,1.09407150005905e-05,3.21861360007296e-05,1.33330532045387e-05,3.28625869184996e-05,1.37154902024479e-05,2.68784105183156e-05,1.32506346501888e-05,6.50722518903489e-06,2.73624584287734e-05,2.96681663446235e-05,1.98373401086771e-05,2.5466230317422e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micrococcales.f__Beutenbergiaceae.g__Miniimonas",8.36309200237512e-06,2.65844674931778e-05,6.93181822815387e-06,0,2.00484849319435e-05,1.41996344152551e-05,1.84427491341053e-05,2.17874776197748e-05,0,2.87681479066378e-05,7.34677793695797e-06,2.84864627177358e-05,1.40638693044626e-05,2.36820396038983e-05,9.69685470834577e-06,0,2.3098915727403e-05,1.6162419887236e-05,3.9139930815702e-05,1.01007978822263e-05,1.09541956394999e-05,7.21867905391992e-06,4.32614416913841e-05,1.54590737585536e-05,1.30144503780698e-05,2.27247536103373e-05,2.89503881266084e-05,2.6764665225993e-05,3.33983348425206e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micrococcales.f__Bogoriellaceae.g__Georgenia",3.18205451797687e-05,5.11750999243673e-05,5.17847597044435e-05,3.8298615903979e-05,0.000116645730513126,4.35561819703891e-05,4.58782437137661e-05,3.46036409255247e-05,2.47253189566145e-05,8.32639077623011e-05,4.65295936007338e-05,0.000182283056645938,6.8561362859255e-05,3.13669398727129e-05,1.68234587711059e-05,6.12941080760002e-05,0.000145871234936066,3.87898077293665e-05,6.21867936310391e-05,3.71709362065929e-05,0.000126581816278665,3.46496594588156e-05,0.000111097430142371,3.11942024056528e-05,1.97928099499811e-05,8.74207358275219e-05,4.61770653589705e-05,5.79376282539141e-05,4.96800230782493e-05
"k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micrococcales.f__Brevibacteriaceae.g__Brevibacterium",0.000139724829795779,0.00025122321781053,0.000191236632294363,0.000167556444579908,0.00027288215601812,0.000135774032442495,0.000209119436462748,0.000268407077231848,0.00012937666895903,0.00127234735457,0.000220403338108739,0.000531242224938201,0.000279812399703369,0.000103197232181226,4.93020805653243e-05,0.000144876982725091,0.000271649577424322,0.000190716554669385,0.000299211856895671,0.000197571606576347,0.000451556286917161,0.000180466976347998,0.00056060684795344,0.000578334991503031,0.000167561048617649,0.000606611790251452,0.000255289786207365,0.000490895448086153,0.00050389737693653
