"Contig_number","lca","Sample_id","Virulent","Temperate","Code","GD","Diet","num_seqs","Group","Group_f","bac_result","Phacts_result","Probability","Standard_deviation","Bact_Viru","Viruse_Pro_Number","Lineage","Mapped.Reads.Number","Contig_Abundance","seqname","length","covrage","viruse_family","Contig_Abundance2"
"NODE_10193_length_1667_cov_2.889578||full",2832643,"L1EHE1100153",0.811878201654615,0.188121798345387,1,"D10","HFD",11193366,"HFD10","D10_HFD10","Lytic","Temperate",0.502697302697303,0.0150036514148685,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",47,4.1989156791621,"NODE_10193_length_1667_cov_2.889578",1667,2.889578,"Caudoviricetes",0.755653691510877
"NODE_10193_length_2897_cov_4.453554||full",2832643,"L1HGH010574",0.811878201654615,0.188121798345387,1,"D18","CON",2433274,"CON18","D18_CON18","Lytic","Lytic",0.509290709290709,0.0164989483661936,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",186,76.4402200492012,"NODE_10193_length_2897_cov_4.453554",2897,4.453554,"Caudoviricetes",7.9157977268762
"NODE_10196_length_1241_cov_1.942664||full",2832643,"L1EGH020943",0.811878201654615,0.188121798345387,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Temperate",0.505594405594405,0.0205922677957665,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",24,6.60649434910753,"NODE_10196_length_1241_cov_1.942664",1241,1.942664,"Caudoviricetes",1.59705745747966
"NODE_102_length_11172_cov_7.499145||full",2831617,"L1EGH020950",0.904874152010741,0.0951258479892588,2,"D18","FUC",10324923,"FUC18","D18_FUC18","Lytic","Temperate",0.502397602397602,0.0203435951201677,1,14,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;unclassified_Crassvirales;CrAss-like_virus_sp.",878,85.0369537864835,"NODE_102_length_11172_cov_7.499145",11172,7.499145,"unclassified_Crassvirales",2.28348425849848
"NODE_10201_length_1236_cov_2.511431||full",2832643,"L1EHE1100154",0.867168136366456,0.132831863633545,1,"D14","HFD",10257673,"HFD14","D14_HFD14","Lytic","Lytic",0.506793206793207,0.0217224721553768,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",31,3.02212792316542,"NODE_10201_length_1236_cov_2.511431",1236,2.511431,"Caudoviricetes",0.733526194943063
"NODE_10207_length_1235_cov_1.952542||lt2gene",2832643,"L1HGH010571",0.811878201654615,0.188121798345387,1,"D14","CON",2848358,"CON14","D14_CON14","Lytic","Lytic",0.502797202797203,0.0118881118881119,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",24,8.42590713667313,"NODE_10207_length_1235_cov_1.952542",1235,1.952542,"Caudoviricetes",2.04677906154003
"NODE_10207_length_2206_cov_1.919107||full",2832643,"L1EGH020946",0.811878201654615,0.188121798345387,2,"D14","FUC",7525830,"FUC14","D14_FUC14","Lytic","Temperate",0.5001998001998,0.0208934556855142,0.8,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",49,6.51090976011948,"NODE_10207_length_2206_cov_1.919107",2206,1.919107,"Caudoviricetes",0.885436504096031
"NODE_10209_length_1440_cov_4.020217||lt2gene",2825393,"L1HGH010569",0.811878201654615,0.188121798345387,1,"D14","CON",7575629,"CON14","D14_CON14","Lytic","Lytic",0.506393606393606,0.0173173300560318,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Siphoviridae_sp._ctEBu1",60,7.92013442052139,"NODE_10209_length_1440_cov_4.020217",1440,4.020217,"Siphoviridae",1.65002800427529
"NODE_10222_length_1394_cov_2.365945||lt2gene",2788787,"L1HGH010558",0.811878201654615,0.188121798345387,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Temperate",0.502697302697303,0.0178583828328143,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes",33,14.8824623710468,"NODE_10222_length_1394_cov_2.365945",1394,2.365945,NA,3.20282547440033
"NODE_1023_length_6169_cov_3.590612||full",2832643,"L1EGH020943",0.811878201654615,0.188121798345387,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Lytic",0.500899100899101,0.0212446905111206,0.714285714285714,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",230,63.3122375122805,"NODE_1023_length_6169_cov_3.590612",6169,3.590612,"Caudoviricetes",3.07888981256025
"NODE_10233_length_2249_cov_3.730173||full",2832643,"L1HGH010568",0.811878201654615,0.188121798345387,1,"D14","CON",4271223,"CON14","D14_CON14","Lytic","Temperate",0.510589410589411,0.0261557082437365,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",88,20.6029982513205,"NODE_10233_length_2249_cov_3.730173",2249,3.730173,"Caudoviricetes",2.74828789479598
"NODE_10237_length_2802_cov_14.676374||full",2832643,"L1EHE1100148",0.811878201654615,0.188121798345387,1,"D10","HFD",4836085,"HFD10","D10_HFD10","Lytic","Lytic",0.504895104895105,0.0270808515668232,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",480,99.2538385905128,"NODE_10237_length_2802_cov_14.676374",2802,14.676374,"Caudoviricetes",10.6267493137594
"NODE_10238_length_2910_cov_4.050438||full",2832643,"L1HGH010559",0.80681212235946,0.193187877640541,1,"D0","CON",1732889,"CON0","D0_CON0","Lytic","Temperate",0.508591408591409,0.0211186542867833,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",131,75.5963018981597,"NODE_10238_length_2910_cov_4.050438",2910,4.050438,"Caudoviricetes",7.79343318537729
"NODE_10243_length_1800_cov_2.383954||full",2832643,"L1EHE1100158",0.811878201654615,0.188121798345387,1,"D18","HFD",5825360,"HFD18","D18_HFD18","Lytic","Temperate",0.501198801198801,0.0226094474630345,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",81,13.9047200516363,"NODE_10243_length_1800_cov_2.383954",1800,2.383954,"Caudoviricetes",2.31745334193938
"NODE_1025_length_10808_cov_37.103134||full",2832643,"L1EGH020942",0.0875,0.9125,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Temperate","Temperate",0.506493506493506,0.0172396430418465,0.583333333333333,7,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",4234,672.319400305068,"NODE_1025_length_10808_cov_37.103134",10808,37.103134,"Caudoviricetes",18.6617154044708
"NODE_10252_length_1434_cov_2.715011||lt2gene",2831617,"L1HGH010569",0.811878201654615,0.188121798345387,1,"D14","CON",7575629,"CON14","D14_CON14","Lytic","Lytic",0.508091908091908,0.0151123461317488,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;unclassified_Crassvirales;CrAss-like_virus_sp.",39,5.1480873733389,"NODE_10252_length_1434_cov_2.715011",1434,2.715011,"unclassified_Crassvirales",1.07700572663994
"NODE_10254_length_1058_cov_2.297109||lt2gene",2832643,"L1EHE1100157",0.811878201654615,0.188121798345387,1,"D14","HFD",10753763,"HFD14","D14_HFD14","Lytic","Temperate",0.505094905094905,0.0183403088789018,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",24,2.23177691381147,"NODE_10254_length_1058_cov_2.297109",1058,2.297109,"Caudoviricetes",0.632828992574141
"NODE_10259_length_1544_cov_1.781733||lt2gene",2832643,"L1HGH010563",0.931779094256249,0.0682209057437508,1,"D10","CON",3065098,"CON10","D10_CON10","Lytic","Temperate",0.504795204795205,0.0230682720961025,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",28,9.13510758872963,"NODE_10259_length_1544_cov_1.781733",1544,1.781733,"Caudoviricetes",1.77495613770653
"NODE_10259_length_2184_cov_3.104744||full",2832643,"L1EHE1100144",0.811878201654615,0.188121798345387,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Lytic","Temperate",0.513086913086913,0.0255642774571063,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",69,8.98126313265677,"NODE_10259_length_2184_cov_3.104744",2184,3.104744,"Caudoviricetes",1.23368999074956
"NODE_10261_length_1052_cov_2.208626||lt2gene",2832643,"L1EHE1100159",0.811878201654615,0.188121798345387,1,"D18","HFD",7183523,"HFD18","D18_HFD18","Lytic","Lytic",0.504295704295704,0.0104566346518518,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",23,3.20177160983545,"NODE_10261_length_1052_cov_2.208626",1052,2.208626,"Caudoviricetes",0.913052740447373
"NODE_10261_length_1788_cov_5.454126||full",2832643,"L1EGH020951",0.821790095927742,0.178209904072259,2,"D18","FUC",5400186,"FUC18","D18_FUC18","Lytic","Lytic",0.509290709290709,0.0119696829576425,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",109,20.1844899416427,"NODE_10261_length_1788_cov_5.454126",1788,5.454126,"Caudoviricetes",3.38665938618167
"NODE_10261_length_3020_cov_12.348398||full",2832643,"L1HGH010577",0.811878201654615,0.188121798345387,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Temperate",0.50949050949051,0.0201936629705371,0.6,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",465,58.6135069469611,"NODE_10261_length_3020_cov_12.348398",3020,12.348398,"Caudoviricetes",5.82253380267825
"NODE_10266_length_2017_cov_3.097859||full",2832643,"L1EGH020944",0.811878201654615,0.188121798345387,2,"D14","FUC",8504684,"FUC14","D14_FUC14","Lytic","Lytic",0.502797202797203,0.0213283788790671,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",66,7.76042942924158,"NODE_10266_length_2017_cov_3.097859",2017,3.097859,"Caudoviricetes",1.15425326166211
"NODE_1027_length_10119_cov_4.584658||full",2832643,"L1HGH010566",0.839689734338601,0.1603102656614,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Temperate",0.502297702297702,0.0192358932934972,0.6,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",497,34.4995979096159,"NODE_1027_length_10119_cov_4.584658",10119,4.584658,"Caudoviricetes",1.02281642186825
"NODE_1027_length_14112_cov_19.632852||full",2832643,"L1HGH010573",0.977588105726872,0.0224118942731278,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.506993006993007,0.0270220075499037,1,12,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",2915,292.363378292435,"NODE_1027_length_14112_cov_19.632852",14112,19.632852,"Caudoviricetes",6.215207871863
"NODE_10271_length_1543_cov_1.570565||full",2832643,"L1HGH010563",0.9875,0.0125,1,"D10","CON",3065098,"CON10","D10_CON10","Lytic","Temperate",0.50989010989011,0.0210796312572413,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",29,9.46136143118425,"NODE_10271_length_1543_cov_1.570565",1543,1.570565,"Caudoviricetes",1.83953883950439
"NODE_10281_length_1916_cov_3.511016||full",2832643,"L1EHE1100150",0.92720773791624,0.0727922620837599,1,"D10","HFD",2197362,"HFD10","D10_HFD10","Lytic","Lytic",0.508191808191808,0.0216948886364027,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",72,32.7665628148662,"NODE_10281_length_1916_cov_3.511016",1916,3.511016,"Caudoviricetes",5.13046390629429
"NODE_10293_length_2192_cov_3.408985||full",2832643,"L1EGH020946",0.916879429055596,0.0831205709444039,2,"D14","FUC",7525830,"FUC14","D14_FUC14","Lytic","Lytic",0.503796203796204,0.0207400402918633,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",81,10.7629324606057,"NODE_10293_length_2192_cov_3.408985",2192,3.408985,"Caudoviricetes",1.47302907763764
"NODE_10295_length_1387_cov_4.792042||full",2832643,"L1HGH010558",0.811878201654615,0.188121798345387,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Lytic",0.511788211788212,0.0171586964496559,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",69,31.1178758667343,"NODE_10295_length_1387_cov_4.792042",1387,4.792042,"Caudoviricetes",6.7306148233744
"NODE_10300_length_1914_cov_3.193115||full",2832643,"L1EHE1100150",0.811878201654615,0.188121798345387,1,"D10","HFD",2197362,"HFD10","D10_HFD10","Lytic","Temperate",0.504095904095904,0.0280724613414176,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",76,34.5869274156921,"NODE_10300_length_1914_cov_3.193115",1914,3.193115,"Caudoviricetes",5.42114849775738
"NODE_10303_length_1375_cov_4.363636||lt2gene",2832643,"L1EHE1100151",0.811878201654615,0.188121798345387,1,"D10","HFD",7766878,"HFD10","D10_HFD10","Lytic","Lytic",0.52017982017982,0.00834689098713459,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",64,8.24011913152234,"NODE_10303_length_1375_cov_4.363636",1375,4.363636,"Caudoviricetes",1.79784417415033
"NODE_10305_length_3192_cov_3.619063||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.502497502497502,0.018891423222494,0.571428571428571,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",141,25.3785635733018,"NODE_10305_length_3192_cov_3.619063",3192,3.619063,"Caudoviricetes",2.38520334335543
"NODE_10312_length_1629_cov_1.767471||lt2gene",2832643,"L1HGH010564",0.888055613490727,0.111944386509273,1,"D10","CON",13862529,"CON10","D10_CON10","Lytic","Lytic",0.502397602397602,0.0180122401153011,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",29,2.09197037567965,"NODE_10312_length_1629_cov_1.767471",1629,1.767471,"Caudoviricetes",0.385261579314852
"NODE_10320_length_2957_cov_3.687457||full",2832643,"L1EGH020939",0.811878201654615,0.188121798345387,2,"D10","FUC",3309510,"FUC10","D10_FUC10","Lytic","Lytic",0.508691308691309,0.0225065857173471,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",115,34.7483464319491,"NODE_10320_length_2957_cov_3.687457",2957,3.687457,"Caudoviricetes",3.52536487304185
"NODE_10326_length_2044_cov_3.716440||full",2832643,"L1EHE1100160",0.931779094256249,0.0682209057437508,1,"D18","HFD",5476939,"HFD18","D18_HFD18","Lytic","Lytic",0.510489510489511,0.0168057980432175,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",90,16.4325364952942,"NODE_10326_length_2044_cov_3.716440",2044,3.71644,"Caudoviricetes",2.41182042494533
"NODE_10328_length_1779_cov_3.486659||full",2832643,"L1EGH020951",0.811878201654615,0.188121798345387,2,"D18","FUC",5400186,"FUC18","D18_FUC18","Lytic","Temperate",0.504295704295704,0.0328116703623931,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",75,13.8884105103046,"NODE_10328_length_1779_cov_3.486659",1779,3.486659,"Caudoviricetes",2.34205910797717
"NODE_10341_length_1822_cov_5.621392||full",2788787,"L1HGH010565",1,0,1,"D10","CON",12598477,"CON10","D10_CON10","Lytic","Lytic",0.502197802197802,0.00930788053657724,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes",109,8.65183942471777,"NODE_10341_length_1822_cov_5.621392",1822,5.621392,NA,1.42456192503586
"NODE_10348_length_1966_cov_2.480377||lt2gene",2832643,"L1EHE1100152",0.811878201654615,0.188121798345387,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Temperate",0.503796203796204,0.0264916154060237,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",89,15.4841313750257,"NODE_10348_length_1966_cov_2.480377",1966,2.480377,"Caudoviricetes",2.36278708672823
"NODE_10350_length_1223_cov_4.202911||lt2gene",38018,"L1HGH010571",0.811878201654615,0.188121798345387,1,"D14","CON",2848358,"CON14","D14_CON14","Lytic","Lytic",0.502297702297702,0.0150103016751192,1,1,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",58,20.3626089136267,"NODE_10350_length_1223_cov_4.202911",1223,4.202911,NA,4.99491633204253
"NODE_10352_length_1505_cov_3.362759||full",2832643,"L1EGH020937",0.836240793038064,0.163759206961937,2,"D10","FUC",5160896,"FUC10","D10_FUC10","Lytic","Lytic",0.504395604395604,0.0275095563730248,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",73,14.1448306650628,"NODE_10352_length_1505_cov_3.362759",1505,3.362759,"Caudoviricetes",2.81956757443113
"NODE_10354_length_3180_cov_3.360640||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.503696303696304,0.0120527721333512,0.833333333333333,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",112,20.1588590085801,"NODE_10354_length_3180_cov_3.360640",3180,3.36064,"Caudoviricetes",1.90177915175284
"NODE_10355_length_1871_cov_6.078744||full",2832643,"L1HGH010575",0.811878201654615,0.188121798345387,1,"D18","CON",4571909,"CON18","D18_CON18","Lytic","Lytic",0.517682317682318,0.015876260160095,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",138,30.1843278157986,"NODE_10355_length_1871_cov_6.078744",1871,6.078744,"Caudoviricetes",4.83981739430229
"NODE_10356_length_1486_cov_3.110412||full",2832643,"L1EGH020948",0.811878201654615,0.188121798345387,2,"D18","FUC",4518638,"FUC18","D18_FUC18","Lytic","Lytic",0.503996003996004,0.020430730605612,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",47,10.4013643049078,"NODE_10356_length_1486_cov_3.110412",1486,3.110412,"Caudoviricetes",2.09987166317116
"NODE_10364_length_1819_cov_11.231293||full",2832643,"L1HGH010565",0.811878201654615,0.188121798345387,1,"D10","CON",12598477,"CON10","D10_CON10","Lytic","Lytic",0.501998001998002,0.026177829497627,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",217,17.2243041758143,"NODE_10364_length_1819_cov_11.231293",1819,11.231293,"Caudoviricetes",2.8407318596725
"NODE_10365_length_3176_cov_4.863826||full",2832643,"L1HGH010561",0.846810645498262,0.153189354501739,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Lytic",0.504195804195804,0.0184804384488807,0.6,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",174,31.3182273883298,"NODE_10365_length_3176_cov_4.863826",3176,4.863826,"Caudoviricetes",2.9582708490236
"NODE_10375_length_1650_cov_3.943574||full",2832643,"L1EHE1100153",0.811878201654615,0.188121798345387,1,"D10","HFD",11193366,"HFD10","D10_HFD10","Lytic","Lytic",0.507692307692308,0.0221174399178976,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",85,7.5937836750804,"NODE_10375_length_1650_cov_3.943574",1650,3.943574,"Caudoviricetes",1.38068794092371
"NODE_10376_length_1381_cov_2.316742||full",2832643,"L1HGH010558",0.811878201654615,0.188121798345387,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Lytic",0.508291708291708,0.0191839408049233,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",42,18.9413157449687,"NODE_10376_length_1381_cov_2.316742",1381,2.316742,"Caudoviricetes",4.11469567233209
"NODE_10379_length_1905_cov_3.691351||full",2832643,"L1EGH020938",0.811878201654615,0.188121798345387,2,"D10","FUC",3904971,"FUC10","D10_FUC10","Lytic","Lytic",0.514285714285714,0.0214531830187892,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",90,23.0475463198062,"NODE_10379_length_1905_cov_3.691351",1905,3.691351,"Caudoviricetes",3.62953485351279
