"Diet1","Sample_id","Original_Part","Modified_Part","lineage _nt","species_annotation","annotation_pre","host_Taxids","host_Lineage","host_annotation","Lytic","Temperate","BioProject","Diet","Nutrition1","Nutrition","Antibiotic","Diease","Diease2","Country","Continent","Host","Age","Age2","Sex","Diet_Type","gene"
"Omnivores","ERR7783557","NODE_1_length_50783_cov_11.180531","part_1247_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Anaerotruncus",244127,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__unclassified_Anaerotruncus_species","Bacillota","0.0","1.0","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","","","","Control","part_1247_N1"
"Baseline","SRR5866465","NODE_1_length_50858_cov_3.129734_cutoff_0_type_circular","part_096_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Anaerotruncus",244127,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__unclassified_Anaerotruncus_species","Bacillota","0.0125","0.9875","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_096_N1"
"Baseline","SRR7989821","NODE_1_length_50578_cov_11.379141_cutoff_5_type_circular","part_243_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Anaerotruncus",244127,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__unclassified_Anaerotruncus_species","Bacillota","0.0125","0.9875","PRJNA491335.2","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_243_N1"
"Baseline","ERR8958873","NODE_12_length_50947_cov_7.637625","part_869_N12","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Anaerotruncus",244127,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__unclassified_Anaerotruncus_species","Bacillota","0.025","0.975","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_869_N12"
"Omnivores","ERR5947747","NODE_1_length_50516_cov_2.839509_cutoff_0_type_circular","part_1206_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Anaerotruncus",244127,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__unclassified_Anaerotruncus_species","Bacillota","0.0125","0.9875","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Middle_age","","Control","part_1206_N1"
"Baseline","SRR15032233","NODE_1_length_52396_cov_26.498251_cutoff_5_type_circular","part_748_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.0","1.0","PRJNA743361.2","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_748_N1"
"Omnivores","ERR7783735","NODE_1_length_52816_cov_15.322968","part_1218_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.0","1.0","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","","","","Control","part_1218_N1"
"","ERR3764814","NODE_1_length_59961_cov_7.082127_cutoff_5_type_circular","part_963_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Blautia",572511,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__unclassified_Blautia_species","Bacillota","0.0125","0.9875","PRJEB35769","","Probiotics","Probiotics","N","Healthy","Healthy","Germany","Europe","human","Adult","","","Control","part_963_N1"
"","ERR3764863","NODE_1_length_59960_cov_3.135143_cutoff_5_type_circular","part_947_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Blautia",572511,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__unclassified_Blautia_species","Bacillota","0.0125","0.9875","PRJEB35769","","Baseline","Baseline","N","Healthy","Healthy","Germany","Europe","human","Adult","","","Control","part_947_N1"
"Low_fiber_diet","SRR17965682","NODE_1_length_54654_cov_7.632960_cutoff_5_type_circular","part_1353_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.125","0.875","PRJNA770295.2","Low_fiber_diet","","","","Tumour","isotype","United_States","North_America","mouse","","","","Control","part_1353_N1"
"High_fat_diet","ERR982816","NODE_1_length_27146_cov_1.629613_cutoff_5_type_circular","part_736_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Acetatifactor",1427378,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__unclassified_Acetatifactor_species","Bacillota","0.0","1.0","PRJEB10308","High_fat_diet","","","","","","Denmark","Europe","mouse","","","","Fat","part_736_N1"
"High_fat_diet","SRR14944317","NODE_1_length_54166_cov_4.036640_cutoff_5_type_circular","part_054_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.125","0.875","PRJNA735448","High_fat_diet","","","","","","United_States","North_America","mouse","","","","Fat","part_054_N1"
"Mediterranean_diet","ERR3857650","NODE_2_length_59864_cov_3.008504","part_1106_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.175","0.825","PRJEB33500","High_fiber_diet","","","","Obesity","Obesity","Italy","Europe","human","Adult","Middle_age","male","Fiber","part_1106_N2"
"Whole_grain_diet","SRR5866433","NODE_2_length_59476_cov_14.171754_cutoff_5_type_circular","part_101_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Faecalibacterium",216851,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__unclassified_Faecalibacterium_species","Bacillota","0.2125","0.7875","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_101_N2"
"Chow_diet","SRR13251497","NODE_1_length_60485_cov_6.357649_cutoff_5_type_circular","part_1136_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.1625","0.8375","PRJNA448009","Chow_diet","Control","Control","","","","United_States","North_America","mouse","","","female","Control","part_1136_N1"
"Chow_diet","SRR10078233","NODE_1_length_60482_cov_4.145589_cutoff_0_type_circular","part_038_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.1625","0.8375","PRJNA549182","Chow_diet","Glucose","Oligosaccharide","Y","","","United_States","North_America","mouse","","","female","Control","part_038_N1"
"Chow_diet","SRR8443394","NODE_1_length_60483_cov_4.238087_cutoff_0_type_circular","part_034_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.1625","0.8375","PRJNA515074","Chow_diet","Dextrin","Polysaccharide","Y","","","United_States","North_America","mouse","","","female","Control","part_034_N1"
"Chow_diet","SRR10078204","NODE_1_length_60485_cov_3.237152_cutoff_0_type_circular","part_040_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.1625","0.8375","PRJNA549182","Chow_diet","Control","Control","Y","","","United_States","North_America","mouse","","","female","Control","part_040_N1"
"High_fat_diet","SRR14944330","NODE_1_length_60625_cov_5.937502_cutoff_5_type_circular","part_055_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.15","0.85","PRJNA735448","High_fat_diet","","","","","","United_States","North_America","mouse","","","","Fat","part_055_N1"
"Baseline","SRR15032156","NODE_2_length_60851_cov_4.325238_cutoff_0_type_circular","part_756_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.1875","0.8125","PRJNA743361.1","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_756_N2"
"Baseline","SRR1535316","NODE_1_length_48360_cov_13.296626_cutoff_5_type_circular","part_378_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Caudovirales",NA,NA,NA,"0.7125","0.2875","PRJNA256106","Baseline","","","","Obesity","Obesity","China","Asia","human","children","children","female","Control","part_378_N1"
"","SRR13573580","NODE_2_length_73762_cov_9.480342_cutoff_0_type_circular","part_1122_N2","k__Bacteria;p__Candidatus_Kaiserbacteria;c__unclassified_Candidatus_Kaiserbacteria_class;o__unclassified_Candidatus_Kaiserbacteria_order;f__unclassified_Candidatus_Kaiserbacteria_family;g__unclassified_Candidatus_Kaiserbacteria_genus;s__Candidatus_Kaiserbacteria_bacterium","Siphoviridae","Acetobacter",434,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__unclassified_Acetobacter_species","Pseudomonadota","0.9125","0.0875","PRJNA694540","","Control","Control","","","","China","Asia","mouse","","","","Control","part_1122_N2"
"HFHS_diet","ERR3957882","NODE_1_length_47295_cov_4.593227_cutoff_5_type_circular","part_1048_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.2625","0.7375","PRJEB36943","HFHS_diet","Control","Control","","","","Canada","North_America","mouse","","","","Fat","part_1048_N1"
"Vegatarian","SRR8146980","NODE_2_length_47543_cov_12.074363_cutoff_5_type_circular","part_629_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Eubacteriales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.8","0.2","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_629_N2"
"Mediterranean_diet","ERR3857775","NODE_4_length_46795_cov_5.649631","part_1078_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Eubacteriales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.7625","0.2375","PRJEB33500","High_fiber_diet","","","","Obesity","Obesity","Italy","Europe","human","Adult","Youth","male","Fiber","part_1078_N4"
"Vegatarian","SRR8146979","NODE_1_length_45326_cov_38.918826_cutoff_5_type_circular","part_711_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Eubacteriales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.775","0.225","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_711_N1"
"Vegatarian","SRR8146947","NODE_1_length_45376_cov_36.116931_cutoff_5_type_circular","part_661_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Eubacteriales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.8125","0.1875","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_661_N1"
"Control","SRR16554702","NODE_2_length_46869_cov_45.561335_cutoff_0_type_circular","part_1371_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.8","0.2","PRJNA770295","Control","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Elderly_people","male","Control","part_1371_N2"
"Omnivores","ERR7783560","NODE_3_length_47036_cov_20.633851","part_1240_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.7875","0.2125","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","","","","Control","part_1240_N3"
"Omnivores","ERR5947547","NODE_1_length_46937_cov_4.295791_cutoff_5_type_circular","part_1224_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Caudovirales",NA,NA,NA,"0.775","0.225","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1224_N1"
"Vegatarian","SRR8146961","NODE_4_length_46008_cov_5.519888_cutoff_5_type_circular","part_598_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Flavonifractor",946234,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__unclassified_Flavonifractor_species","Bacillota","0.775","0.225","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_598_N4"
