SRR14826639.NODE_14302_length_2028_cov_3.341105||full	SRR14826639.NODE_14302_length_2028_cov_3.341105||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	SRR13827515.NODE_3269_length_5641_cov_4.994987||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	SRR14826643.NODE_7727_length_2964_cov_4.748367||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	SRR14826644.NODE_3538_length_4402_cov_3.467449||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	SRR13827503.NODE_1909_length_9959_cov_4.339156||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	mgm4540251.3_d.NODE_1456_length_2317_cov_1.716622||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	mgm4540251.3_d.NODE_1456_length_2317_cov_1.716622||full
SRR13827513.NODE_116_length_64846_cov_9.900943||full	SRR13827505.NODE_3281_length_6303_cov_4.776569||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827513.NODE_577_length_28412_cov_18.071164||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827518.NODE_1692_length_11619_cov_13.138533||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827507.NODE_3289_length_6356_cov_5.427075||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827509.NODE_5565_length_3503_cov_3.379060||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827523.NODE_1154_length_15162_cov_17.912425||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827521.NODE_1485_length_12277_cov_5.893225||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827503.NODE_2735_length_7063_cov_14.580622||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827506.NODE_926_length_25647_cov_26.161887||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827525.NODE_1979_length_9459_cov_12.927159||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827510.NODE_1785_length_10956_cov_5.024677||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827511.NODE_2220_length_10048_cov_6.661563||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827504.NODE_1736_length_11452_cov_10.462929||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827517.NODE_4571_length_4419_cov_4.802016||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827509.NODE_1894_length_8773_cov_10.220005||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827512.NODE_6543_length_3501_cov_16.079803||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827515.NODE_1264_length_13759_cov_11.421045||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827503.NODE_4735_length_4156_cov_5.535479||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827503.NODE_1875_length_10187_cov_10.940288||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827523.NODE_1359_length_13187_cov_29.060844||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827507.NODE_6693_length_3404_cov_3.757838||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827512.NODE_732_length_22802_cov_13.142261||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827526.NODE_671_length_28411_cov_26.414903||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827520.NODE_1867_length_12651_cov_17.656319||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827508.NODE_1733_length_11252_cov_18.838617||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827508.NODE_1308_length_14252_cov_15.114320||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827520.NODE_1455_length_15720_cov_11.427003||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827525.NODE_1042_length_15786_cov_8.517831||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827505.NODE_1846_length_10154_cov_14.801366||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827509.NODE_1397_length_11357_cov_7.992922||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827510.NODE_2325_length_8731_cov_7.361111||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827518.NODE_1377_length_13775_cov_8.628207||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827511.NODE_2418_length_9299_cov_8.149178||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827521.NODE_2106_length_8773_cov_7.067217||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827504.NODE_1415_length_13840_cov_11.184186||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827505.NODE_995_length_16128_cov_14.260872||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827515.NODE_1334_length_13190_cov_15.720137||full
SRR13827513.NODE_577_length_28412_cov_18.071164||full	SRR13827503.NODE_5109_length_3890_cov_19.156454||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR13827513.NODE_2305_length_8601_cov_6.361807||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR13827519.NODE_4712_length_4777_cov_6.300508||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR13827510.NODE_5389_length_3912_cov_6.062743||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR14826646.NODE_18786_length_2832_cov_7.592726||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR14826642.NODE_8785_length_2954_cov_6.122111||full
SRR13827513.NODE_2305_length_8601_cov_6.361807||full	SRR13827522.NODE_14125_length_1727_cov_7.539474||full
SRR13827513.NODE_2556_length_7805_cov_6.208903||full	SRR13827513.NODE_2556_length_7805_cov_6.208903||full
SRR13827513.NODE_2556_length_7805_cov_6.208903||full	SRR13827510.NODE_5772_length_3668_cov_3.878771||full
SRR13827513.NODE_2556_length_7805_cov_6.208903||full	SRR14826649.NODE_50315_length_1519_cov_2.994536||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827513.NODE_4061_length_4987_cov_10.569951||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827523.NODE_13512_length_1681_cov_22.450185||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827519.NODE_15498_length_1770_cov_15.182507||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827522.NODE_14727_length_1678_cov_10.500924||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827505.NODE_16674_length_1646_cov_10.335009||full
SRR13827513.NODE_4061_length_4987_cov_10.569951||full	SRR13827523.NODE_13546_length_1678_cov_24.764633||full
SRR13827513.NODE_4327_length_4717_cov_19.845989||full	SRR13827513.NODE_4327_length_4717_cov_19.845989||full
SRR13827513.NODE_9232_length_2475_cov_7.861983||full	SRR13827513.NODE_9232_length_2475_cov_7.861983||full
SRR13827513.NODE_10185_length_2303_cov_3.729537||full	SRR13827513.NODE_10185_length_2303_cov_3.729537||full
SRR13827513.NODE_11669_length_2088_cov_3.402853||full	SRR13827513.NODE_11669_length_2088_cov_3.402853||full
SRR13827513.NODE_11868_length_2061_cov_3.240279||full	SRR13827513.NODE_11868_length_2061_cov_3.240279||full
SRR13827513.NODE_11868_length_2061_cov_3.240279||full	SRR13827507.NODE_10794_length_2263_cov_2.915761||full
SRR13827513.NODE_12070_length_2036_cov_3.258960||full	SRR13827513.NODE_12070_length_2036_cov_3.258960||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR13827513.NODE_12802_length_1943_cov_6.293962||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR14826638.NODE_23069_length_1694_cov_2.510067||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR13827506.NODE_17236_length_1606_cov_13.430045||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR8735348.NODE_51608_length_1594_cov_4.229370||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR13827521.NODE_14250_length_1606_cov_13.016119||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR13827507.NODE_16027_length_1608_cov_11.726336||full
SRR13827513.NODE_12802_length_1943_cov_6.293962||full	SRR13827515.NODE_15252_length_1660_cov_8.347664||full
SRR13827513.NODE_13345_length_1886_cov_2.932277||full	SRR13827513.NODE_13345_length_1886_cov_2.932277||full
SRR13827513.NODE_13568_length_1864_cov_3.740188||full	SRR13827513.NODE_13568_length_1864_cov_3.740188||full
SRR13827513.NODE_14745_length_1756_cov_1.630805||full	SRR13827513.NODE_14745_length_1756_cov_1.630805||full
SRR13827513.NODE_16282_length_1631_cov_5.045685||full	SRR13827513.NODE_16282_length_1631_cov_5.045685||full
SRR14826648.NODE_17667_length_2289_cov_2.620859||full	SRR14826648.NODE_17667_length_2289_cov_2.620859||full
SRR14826648.NODE_18164_length_2244_cov_7.285975||full	SRR14826648.NODE_18164_length_2244_cov_7.285975||full
SRR14826648.NODE_18164_length_2244_cov_7.285975||full	SRR14826646.NODE_28827_length_2026_cov_13.838661||full
SRR14826648.NODE_18164_length_2244_cov_7.285975||full	SRR14826641.NODE_13163_length_2060_cov_4.170075||full
SRR14826648.NODE_18399_length_2223_cov_2.915129||full	SRR14826648.NODE_18399_length_2223_cov_2.915129||full
SRR14826648.NODE_18399_length_2223_cov_2.915129||full	SRR14826646.NODE_42370_length_1524_cov_20.258679||full
SRR14826648.NODE_18641_length_2203_cov_2.770950||full	SRR14826648.NODE_18641_length_2203_cov_2.770950||full
SRR14826648.NODE_19136_length_2162_cov_2.676792||full	SRR14826648.NODE_19136_length_2162_cov_2.676792||full
SRR14826648.NODE_19404_length_2138_cov_6.264522||full	SRR14826648.NODE_19404_length_2138_cov_6.264522||full
SRR14826648.NODE_19942_length_2095_cov_13.251961||full	SRR14826648.NODE_19942_length_2095_cov_13.251961||full
SRR14826648.NODE_19942_length_2095_cov_13.251961||full	SRR14826640.NODE_14905_length_1881_cov_6.997262||full
SRR14826648.NODE_20650_length_2046_cov_5.514314||full	SRR14826648.NODE_20650_length_2046_cov_5.514314||full
SRR14826648.NODE_21311_length_2000_cov_2.868895||full	SRR14826648.NODE_21311_length_2000_cov_2.868895||full
SRR14826648.NODE_21585_length_1982_cov_2.968864||full	SRR14826648.NODE_21585_length_1982_cov_2.968864||full
SRR14826648.NODE_22186_length_1946_cov_2.524590||full	SRR14826648.NODE_22186_length_1946_cov_2.524590||full
SRR14826648.NODE_22680_length_1916_cov_4.896830||full	SRR14826648.NODE_22680_length_1916_cov_4.896830||full
SRR14826648.NODE_23210_length_1887_cov_2.018013||full	SRR14826648.NODE_23210_length_1887_cov_2.018013||full
SRR14826648.NODE_23410_length_1875_cov_3.011538||full	SRR14826648.NODE_23410_length_1875_cov_3.011538||full
SRR14826648.NODE_24420_length_1819_cov_3.780045||full	SRR14826648.NODE_24420_length_1819_cov_3.780045||full
SRR14826648.NODE_24636_length_1809_cov_2.072406||full	SRR14826648.NODE_24636_length_1809_cov_2.072406||full
SRR14826648.NODE_24917_length_1793_cov_11.847526||full	SRR14826648.NODE_24917_length_1793_cov_11.847526||full
SRR14826648.NODE_25556_length_1760_cov_6.350147||full	SRR14826648.NODE_25556_length_1760_cov_6.350147||full
SRR14826648.NODE_26086_length_1734_cov_1.801668||full	SRR14826648.NODE_26086_length_1734_cov_1.801668||full
SRR14826648.NODE_26502_length_1716_cov_2.841662||full	SRR14826648.NODE_26502_length_1716_cov_2.841662||full
SRR14826648.NODE_26958_length_1695_cov_3.390244||full	SRR14826648.NODE_26958_length_1695_cov_3.390244||full
SRR14826648.NODE_27798_length_1661_cov_3.833748||full	SRR14826648.NODE_27798_length_1661_cov_3.833748||full
SRR14826648.NODE_28025_length_1652_cov_3.985598||full	SRR14826648.NODE_28025_length_1652_cov_3.985598||full
SRR14826648.NODE_28025_length_1652_cov_3.985598||full	SRR8735344.NODE_33493_length_1601_cov_1.783312||full
SRR14826648.NODE_30666_length_1549_cov_1.829317||full	SRR14826648.NODE_30666_length_1549_cov_1.829317||full
SRR14826648.NODE_31561_length_1518_cov_3.181818||full	SRR14826648.NODE_31561_length_1518_cov_3.181818||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_11815_length_1568_cov_3.020489||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826642.NODE_22436_length_1591_cov_2.277344||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826639.NODE_450_length_32792_cov_6.459052||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827517.NODE_9614_length_2333_cov_3.327480||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826642.NODE_20647_length_1686_cov_2.200490||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_3777_length_2642_cov_3.551604||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_8647_length_1805_cov_3.640000||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826639.NODE_631_length_25485_cov_6.749784||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827510.NODE_13497_length_1846_cov_4.313233||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826642.NODE_19138_length_1773_cov_2.966822||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827521.NODE_12073_length_1826_cov_3.300395||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826642.NODE_19468_length_1753_cov_2.540047||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827510.NODE_14580_length_1737_cov_2.921522||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_3159_length_2881_cov_2.896674||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826643.NODE_15062_length_1876_cov_2.763317||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_8577_length_1812_cov_3.393284||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826645.NODE_9078_length_1768_cov_2.556334||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826638.NODE_33_length_152204_cov_10.203307||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827510.NODE_14045_length_1785_cov_3.480925||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR14826642.NODE_21625_length_1632_cov_2.599239||full
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827520.NODE_16686_length_1653_cov_4.250939||lt2gene
SRR14826648.NODE_1_length_449949_cov_12.050170||0_partial	SRR13827518.NODE_12789_length_1809_cov_2.206956||full
SRR14826648.NODE_14833_length_2601_cov_3.119403||lt2gene	SRR14826648.NODE_14833_length_2601_cov_3.119403||lt2gene
SRR14826649.NODE_1729_length_23689_cov_36.682322||full	SRR14826649.NODE_1729_length_23689_cov_36.682322||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR14826649.NODE_3642_length_12577_cov_5.090081||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR13827505.NODE_9190_length_2685_cov_2.886692||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR8735348.NODE_13912_length_4323_cov_3.740628||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR13827523.NODE_10242_length_2110_cov_2.810706||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR8735348.NODE_20124_length_3251_cov_3.869837||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR13827504.NODE_11845_length_1814_cov_2.971575||full
SRR14826649.NODE_3642_length_12577_cov_5.090081||full	SRR13827505.NODE_9896_length_2524_cov_2.967598||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826649.NODE_4061_length_11433_cov_5.258921||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826646.NODE_15585_length_3279_cov_4.176489||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826638.NODE_10397_length_2849_cov_2.979599||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826640.NODE_8708_length_3039_cov_2.611595||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826643.NODE_13244_length_2049_cov_2.202608||full
SRR14826649.NODE_4061_length_11433_cov_5.258921||full	SRR14826643.NODE_12572_length_2121_cov_1.811713||full
SRR14826649.NODE_4818_length_9840_cov_6.868268||full	SRR14826649.NODE_4818_length_9840_cov_6.868268||full
SRR14826649.NODE_5710_length_8385_cov_3.328812||full	SRR14826649.NODE_5710_length_8385_cov_3.328812||full
SRR14826649.NODE_6059_length_7931_cov_3.114779||full	SRR14826649.NODE_6059_length_7931_cov_3.114779||full
SRR14826649.NODE_6302_length_7602_cov_14.301047||full	SRR14826649.NODE_6302_length_7602_cov_14.301047||full
SRR14826649.NODE_6302_length_7602_cov_14.301047||full	SRR14826643.NODE_16404_length_1774_cov_11.506108||full
SRR14826649.NODE_6302_length_7602_cov_14.301047||full	SRR14826640.NODE_4170_length_6260_cov_12.866398||full
SRR14826649.NODE_6865_length_7065_cov_3.955207||full	SRR14826649.NODE_6865_length_7065_cov_3.955207||full
SRR14826649.NODE_8565_length_5748_cov_4.277007||full	SRR14826649.NODE_8565_length_5748_cov_4.277007||full
SRR14826649.NODE_10053_length_4981_cov_3.485993||full	SRR14826649.NODE_10053_length_4981_cov_3.485993||full
SRR14826649.NODE_10053_length_4981_cov_3.485993||full	SRR14826648.NODE_9874_length_3514_cov_2.685747||full
SRR14826649.NODE_10584_length_4774_cov_3.844459||full	SRR14826649.NODE_10584_length_4774_cov_3.844459||full
SRR14826649.NODE_10584_length_4774_cov_3.844459||full	SRR14826646.NODE_17303_length_3026_cov_11.112083||full
SRR14826649.NODE_10584_length_4774_cov_3.844459||full	SRR14826641.NODE_6538_length_3289_cov_4.373222||full
SRR14826649.NODE_10865_length_4669_cov_7.523840||full	SRR14826649.NODE_10865_length_4669_cov_7.523840||full
SRR14826649.NODE_11231_length_4535_cov_3.481920||full	SRR14826649.NODE_11231_length_4535_cov_3.481920||full
SRR14826649.NODE_12021_length_4281_cov_2.686701||full	SRR14826649.NODE_12021_length_4281_cov_2.686701||full
SRR14826649.NODE_12370_length_4181_cov_4.734367||full	SRR14826649.NODE_12370_length_4181_cov_4.734367||full
SRR14826649.NODE_12646_length_4103_cov_3.062747||full	SRR14826649.NODE_12646_length_4103_cov_3.062747||full
SRR14826649.NODE_12646_length_4103_cov_3.062747||full	SRR14826642.NODE_22138_length_1605_cov_3.356774||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR14826649.NODE_13225_length_3954_cov_5.037189||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR14826648.NODE_11874_length_3050_cov_5.326878||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR14826641.NODE_8915_length_2665_cov_4.505747||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR14826638.NODE_23463_length_1675_cov_3.708025||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR14826638.NODE_22376_length_1729_cov_4.579450||full
SRR14826649.NODE_13225_length_3954_cov_5.037189||full	SRR8735348.NODE_54835_length_1523_cov_1.749319||full
SRR14826649.NODE_13509_length_3884_cov_4.483155||full	SRR14826649.NODE_13509_length_3884_cov_4.483155||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	SRR14826649.NODE_13787_length_3820_cov_5.509695||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	mgm4539918.3_d.NODE_5148_length_1807_cov_2.301370||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	mgm4539529.3_d.NODE_7203_length_1640_cov_3.488328||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	mgm4539529.3_d.NODE_7203_length_1640_cov_3.488328||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	mgm4539918.3_d.NODE_5148_length_1807_cov_2.301370||full
SRR14826649.NODE_13787_length_3820_cov_5.509695||full	SRR14826646.NODE_31935_length_1877_cov_4.162459||full
SRR14826649.NODE_14015_length_3770_cov_6.095559||full	SRR14826649.NODE_14015_length_3770_cov_6.095559||full
SRR14826649.NODE_14286_length_3715_cov_4.341257||full	SRR14826649.NODE_14286_length_3715_cov_4.341257||full
SRR14826649.NODE_14286_length_3715_cov_4.341257||full	SRR14826638.NODE_26335_length_1560_cov_2.252492||full
SRR14826649.NODE_14814_length_3612_cov_3.183019||full	SRR14826649.NODE_14814_length_3612_cov_3.183019||full
SRR14826649.NODE_14814_length_3612_cov_3.183019||full	mgm4539686.3_d.NODE_8783_length_1577_cov_2.475033||full
SRR14826649.NODE_14814_length_3612_cov_3.183019||full	mgm4539686.3_d.NODE_8783_length_1577_cov_2.475033||full
SRR14826649.NODE_15069_length_3564_cov_4.320034||full	SRR14826649.NODE_15069_length_3564_cov_4.320034||full
SRR13827509.NODE_3300_length_5427_cov_5.013961||full	SRR13827509.NODE_3300_length_5427_cov_5.013961||full
SRR13827509.NODE_6410_length_3094_cov_4.113853||full	SRR13827509.NODE_6410_length_3094_cov_4.113853||full
