"Contig_number","Sample_id","IMG_name","Source","Viruse_type","Bacteria_Host","Virulent","Temperate","Phacts_result","Probability","Standard_deviation","GD","Diet","Group","num_seqs","bac_result","Mapped.Reads.Number","Contig_Abundance","Bacteria_Host_G","Contig_number2","Contig_name2"
"NODE_10461_length_1924_cov_2.710005||full","L1EGH020933","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.811878201654615,0.188121798345387,"Lytic",0.5004995004995,0.0229639888322791,"D0","FUC","FUC_D0",11806630,"Lytic",61,5.16658860318313,"Duncaniella","NODE_10461_length_1924_cov_2.7","NODE_10461_length_1924_cov_2.7"
"NODE_10466_length_1805_cov_3.833143||full","L1HGH010565","IMGVR_UViG_3300006141_000269|3300006141|Ga0080704_1002428","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;",NA,NA,"Temperate",0.500799200799201,0.0133137264550706,"D10","CON","CON_D10",12598477,NA,82,6.50872323694364,"Anaerotignum","NODE_10466_length_1805_cov_3.8","NODE_10466_length_1805_cov_3.8"
"NODE_1051_length_6313_cov_9.641739||full","L1HGH010560","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.513186813186813,0.0247907286090957,"D0","CON","CON_D0",5077775,NA,731,143.96069144458,"Muribaculum","NODE_1051_length_6313_cov_9.64","NODE_1051_length_6313_cov_9.64"
"NODE_1052_length_8823_cov_4.561588||full","L1EGH020947","IMGVR_UViG_3300045988_075301|3300045988|Ga0495776_052857","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.506093906093906,0.0163494685678152,"D18","FUC","FUC_D18",6254490,NA,421,67.3116433154422,"Parabacteroides","NODE_1052_length_8823_cov_4.56","NODE_1052_length_8823_cov_4.56"
"NODE_10521_length_1887_cov_4.085153||lt2gene","L1EGH020938","IMGVR_UViG_3300045988_078429|3300045988|Ga0495776_130105","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.505794205794206,0.0110889110889111,"D10","FUC","FUC_D10",3904971,"Lytic",80,20.4867078398277,"Parabacteroides","NODE_10521_length_1887_cov_4.0","NODE_10521_length_1887_cov_4.0"
"NODE_10551_length_2194_cov_2.071061||full","L1HGH010568","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.505994005994006,0.0121225385609507,"D14","CON","CON_D14",4271223,NA,49,11.4721240263035,"Duncaniella","NODE_10551_length_2194_cov_2.0","NODE_10551_length_2194_cov_2.0"
"NODE_10559_length_2394_cov_4.631466||full","L1EGH020942","IMGVR_UViG_2703718957_000001|2703718957|2703753356|60796-99376","Host-associated;Birds;Integumentary system;Skin","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni",0.0125,0.9875,"Lytic",0.516383616383617,0.0232852968136452,"D14","FUC","FUC_D14",6297602,"Temperate",117,18.5785001973767,"Campylobacter_D","NODE_10559_length_2394_cov_4.6","NODE_10559_length_2394_cov_4.6"
"NODE_10578_length_1266_cov_2.525186||full","L1EHE1100155","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.506093906093906,0.0126932109284864,"D14","HFD","HFD_D14",8300758,NA,35,4.21648239835446,"Duncaniella","NODE_10578_length_1266_cov_2.5","NODE_10578_length_1266_cov_2.5"
"NODE_10582_length_1878_cov_33.665935||full","L1EGH020938","IMGVR_UViG_3300045988_066455|3300045988|Ga0495776_075976","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.501498501498502,0.0135658303270873,"D10","FUC","FUC_D10",3904971,"Lytic",676,173.112681246544,"Parabacteroides","NODE_10582_length_1878_cov_33.","NODE_10582_length_1878_cov_33."
"NODE_10588_length_2011_cov_4.245910||full","L1EHE1100160","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Temperate",0.5002997002997,0.0174856569180597,"D18","HFD","HFD_D18",5476939,NA,110,20.0842112720262,"Prevotella","NODE_10588_length_2011_cov_4.2","NODE_10588_length_2011_cov_4.2"
"NODE_10618_length_1263_cov_3.773179||full","L1EHE1100155","IMGVR_UViG_3300045988_060320|3300045988|Ga0495776_056880","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.501898101898102,0.0224061470831188,"D14","HFD","HFD_D14",8300758,NA,40,4.81883702669082,"Parabacteroides","NODE_10618_length_1263_cov_3.7","NODE_10618_length_1263_cov_3.7"
"NODE_10653_length_2042_cov_6.377453||full","L1EGH020947","IMGVR_UViG_2517572003_000001|2517572003|2517572443|7594-53773","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus",NA,NA,"Lytic",0.502997002997003,0.0279050503965303,"D18","FUC","FUC_D18",6254490,NA,135,21.5844936997261,"Ligilactobacillus","NODE_10653_length_2042_cov_6.3","NODE_10653_length_2042_cov_6.3"
"NODE_10665_length_1027_cov_3.338477||full","L1EHE1100159","IMGVR_UViG_3300006099_000069|3300006099|Ga0080690_1000386","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.505894105894106,0.0118135828164591,"D18","HFD","HFD_D18",7183523,NA,40,5.56829845188774,"Muribaculum","NODE_10665_length_1027_cov_3.3","NODE_10665_length_1027_cov_3.3"
"NODE_10668_length_3016_cov_3.367106||full","L1EHE1100147","IMGVR_UViG_3300045988_032493|3300045988|Ga0495776_143279","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.503296703296703,0.0279820161987245,"D0","HFD","HFD_D0",8310904,NA,106,12.7543285303259,"Parabacteroides","NODE_10668_length_3016_cov_3.3","NODE_10668_length_3016_cov_3.3"
"NODE_10690_length_1895_cov_3.583152||full","L1EGH020933","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",0.811878201654615,0.188121798345387,"Temperate",0.500499500499501,0.0142405831618026,"D0","FUC","FUC_D0",11806630,"Lytic",98,8.30042103462207,"Duncaniella","NODE_10690_length_1895_cov_3.5","NODE_10690_length_1895_cov_3.5"
"NODE_10691_length_1997_cov_2.600412||full","L1EHE1100160","IMGVR_UViG_3300045988_057343|3300045988|Ga0495776_114993","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.502797202797203,0.0215703263018316,"D18","HFD","HFD_D18",5476939,NA,53,9.6769381583399,"Parabacteroides","NODE_10691_length_1997_cov_2.6","NODE_10691_length_1997_cov_2.6"
"NODE_10692_length_2136_cov_8.103316||full","L1EGH020946","IMGVR_UViG_2744054991_000001|2744054991|2744110511|1356136-1400944","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium",NA,NA,"Lytic",0.504795204795205,0.0241793328090269,"D14","FUC","FUC_D14",7525830,NA,184,24.4491305277956,"Faecalibaculum","NODE_10692_length_2136_cov_8.1","NODE_10692_length_2136_cov_8.1"
"NODE_107_length_24081_cov_20.725714||full","L1EHE1100152","IMGVR_UViG_3300045988_156927|3300045988|Ga0495776_040651","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",NA,NA,"Temperate",0.501898101898102,0.0262385667818211,"D10","HFD","HFD_D10",5747820,NA,5265,915.999457185507,"Romboutsia","NODE_107_length_24081_cov_20.7","NODE_107_length_24081_cov_20.7"
"NODE_1072_length_6683_cov_168.937839||full","L1HGH010571","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.5003996003996,0.020392593469329,"D14","CON","CON_D14",2848358,NA,11754,4126.58802018567,"Faecalibaculum","NODE_1072_length_6683_cov_168.","NODE_1072_length_6683_cov_168."
"NODE_10730_length_1188_cov_2.865843||lt2gene","L1HGH010571","IMGVR_UViG_3300005461_001003|3300005461|Ga0073906_1000686|42-10953","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.500999000999001,0.0202245278786093,"D14","CON","CON_D14",2848358,NA,36,12.6388607050097,"Faecalibaculum","NODE_10730_length_1188_cov_2.8","NODE_10730_length_1188_cov_2.8"
"NODE_10747_length_1453_cov_3.948498||full","L1EGH020937","IMGVR_UViG_3300045988_167152|3300045988|Ga0495776_026922","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.500799200799201,0.00750315593631385,"D10","FUC","FUC_D10",5160896,"Lytic",47,9.10694577065688,"Bacteroides","NODE_10747_length_1453_cov_3.9","NODE_10747_length_1453_cov_3.9"
"NODE_10762_length_2122_cov_5.861635||full","L1EHE1100144","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.502497502497502,0.0192317422590739,"D0","HFD","HFD_D0",7682661,NA,130,16.9212203948606,"Duncaniella","NODE_10762_length_2122_cov_5.8","NODE_10762_length_2122_cov_5.8"
"NODE_10774_length_1183_cov_5.825355||full","L1HGH010571","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Temperate",0.508891108891109,0.0233527034224513,"D14","CON","CON_D14",2848358,NA,77,27.0331187301596,"Prevotella","NODE_10774_length_1183_cov_5.8","NODE_10774_length_1183_cov_5.8"
"NODE_10817_length_2017_cov_4.012232||lt2gene","L1EGH020947","IMGVR_UViG_3300045988_056435|3300045988|Ga0495776_073142","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.503496503496504,0.0196577404615366,"D18","FUC","FUC_D18",6254490,NA,90,14.3896624664841,"Parabacteroides","NODE_10817_length_2017_cov_4.0","NODE_10817_length_2017_cov_4.0"
"NODE_10824_length_1443_cov_10.472622||full","L1EGH020937","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Temperate",0.50969030969031,0.0146059275784192,"D10","FUC","FUC_D10",5160896,"Lytic",153,29.6460149555426,"Muribaculum","NODE_10824_length_1443_cov_10.","NODE_10824_length_1443_cov_10."
"NODE_10853_length_1714_cov_24.887884||full","L1EGH020951","IMGVR_UViG_3300030438_000358|3300030438|Ga0168793_1000005|13514-53607","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;",NA,NA,"Lytic",0.505294705294705,0.0155009419493837,"D18","FUC","FUC_D18",5400186,NA,455,84.2563570958482,"Akkermansia","NODE_10853_length_1714_cov_24.","NODE_10853_length_1714_cov_24."
"NODE_10874_length_2970_cov_3.145798||full","L1EHE1100147","IMGVR_UViG_2850026464_000001|2850026464|2850026533|18235-60976","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale",NA,NA,"Temperate",0.501198801198801,0.0162690004170657,"D0","HFD","HFD_D0",8310904,NA,98,11.7917376978485,"Amedibacterium","NODE_10874_length_2970_cov_3.1","NODE_10874_length_2970_cov_3.1"
"NODE_10898_length_1974_cov_3.051589||full","L1EHE1100160","IMGVR_UViG_3300045988_029885|3300045988|Ga0495776_012472","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.501498501498502,0.00986940182635641,"D18","HFD","HFD_D18",5476939,NA,69,12.5982779797255,"Parabacteroides","NODE_10898_length_1974_cov_3.0","NODE_10898_length_1974_cov_3.0"
"NODE_1090_length_9218_cov_8.174615||full","L1HGH010565","IMGVR_UViG_3300035325_000121|3300035325|Ga0247065_01314","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.511388611388611,0.0238150188452514,"D10","CON","CON_D10",12598477,NA,885,70.2465861548185,"Muribaculum","NODE_1090_length_9218_cov_8.17","NODE_1090_length_9218_cov_8.17"
"NODE_10917_length_1972_cov_3.529995||full","L1EHE1100160","IMGVR_UViG_3300045988_068606|3300045988|Ga0495776_095966","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.503696303696304,0.0248620822861974,"D18","HFD","HFD_D18",5476939,NA,66,12.0505267632157,"Parabacteroides","NODE_10917_length_1972_cov_3.5","NODE_10917_length_1972_cov_3.5"
"NODE_10926_length_1749_cov_4.023613||lt2gene","L1HGH010565","IMGVR_UViG_3300006217_003187|3300006217|Ga0081461_1009149|95-8175","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;",NA,NA,"Lytic",0.500699300699301,0.0204040910067918,"D10","CON","CON_D10",12598477,NA,93,7.38184464677754,"Anaerotignum","NODE_10926_length_1749_cov_4.0","NODE_10926_length_1749_cov_4.0"
"NODE_1094_length_8108_cov_11.485409||full","L1EGH020938","IMGVR_UViG_2547132079_000009|2547132079|2547141796|33499-67107","Host-associated;Human;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides zhangwenhongi",0.811878201654615,0.188121798345387,"Lytic",0.505394605394605,0.0101628406489798,"D10","FUC","FUC_D10",3904971,"Lytic",982,251.474338733886,"Bacteroides","NODE_1094_length_8108_cov_11.4","NODE_1094_length_8108_cov_11.4"
"NODE_10966_length_1745_cov_2.730769||full","L1HGH010565","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.506293706293706,0.0235975793599883,"D10","CON","CON_D10",12598477,NA,59,4.68310574365457,"Duncaniella","NODE_10966_length_1745_cov_2.7","NODE_10966_length_1745_cov_2.7"
"NODE_11028_length_1298_cov_3.045052||full","L1EHE1100149","IMGVR_UViG_3300006099_000473|3300006099|Ga0080690_1000070|252-18885","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;",NA,NA,"Temperate",0.501398601398601,0.0155308513644438,"D10","HFD","HFD_D10",7600927,NA,44,5.78876760689847,"Ligilactobacillus","NODE_11028_length_1298_cov_3.0","NODE_11028_length_1298_cov_3.0"
"NODE_1104_length_6810_cov_5.559882||full","L1EHE1100158","IMGVR_UViG_3300006747_000115|3300006747|Ga0101801_101201","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",NA,NA,"Lytic",0.504495504495505,0.00732752080754935,"D18","HFD","HFD_D18",5825360,NA,394,67.6353049425272,"Bacteroides","NODE_1104_length_6810_cov_5.55","NODE_1104_length_6810_cov_5.55"
"NODE_11102_length_3043_cov_3.453815||full","L1HGH010561","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.501498501498502,0.0174753803042317,"D0","CON","CON_D0",5555870,NA,109,19.6188895708503,"Duncaniella","NODE_11102_length_3043_cov_3.4","NODE_11102_length_3043_cov_3.4"
"NODE_11113_length_1783_cov_2.297454||full","L1HGH010575","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.506893106893107,0.0201847651234558,"D18","CON","CON_D18",4571909,NA,48,10.4988966315821,"Duncaniella","NODE_11113_length_1783_cov_2.2","NODE_11113_length_1783_cov_2.2"
