"AMG.KO","metabolism","Sample_id","protein","scaffold","AMG.KO.name","Pfam","Pfam.name","scaffold2","GD","Diet","Group","num_seqs"
"K00390","Energy metabolism","L1HGH010571","NODE_155_length_20844_cov_41.357737||full_24","NODE_155_length_20844_cov_41.357737||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_155_length_20844_cov_41.3","D14","CON","CON_D14",2848358
"K00390","Energy metabolism","L1EGH020933","NODE_841_length_12264_cov_24.055615||full_7","NODE_841_length_12264_cov_24.055615||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_841_length_12264_cov_24.0","D0","FUC","FUC_D0",11806630
"K00390","Energy metabolism","L1EGH020934","NODE_2587_length_5728_cov_6.094483||full_4","NODE_2587_length_5728_cov_6.094483||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2587_length_5728_cov_6.09","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EHE1100156","NODE_1027_length_9355_cov_14.278387||full_8","NODE_1027_length_9355_cov_14.278387||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1027_length_9355_cov_14.2","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1EGH020943","NODE_5680_length_1833_cov_2.634983||full_2","NODE_5680_length_1833_cov_2.634983||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5680_length_1833_cov_2.63","D14","FUC","FUC_D14",3632789
"K00390","Energy metabolism","L1EGH020933","NODE_4508_length_3835_cov_4.543915||full_1","NODE_4508_length_3835_cov_4.543915||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_4508_length_3835_cov_4.54","D0","FUC","FUC_D0",11806630
"K00390","Energy metabolism","L1EGH020934","NODE_2824_length_5445_cov_6.429870||full_6","NODE_2824_length_5445_cov_6.429870||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2824_length_5445_cov_6.42","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EGH020947","NODE_8774_length_2346_cov_3.828023||full_5","NODE_8774_length_2346_cov_3.828023||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_8774_length_2346_cov_3.82","D18","FUC","FUC_D18",6254490
"K00390","Energy metabolism","L1EHE1100153","NODE_103_length_24047_cov_66.752167||full_22","NODE_103_length_24047_cov_66.752167||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_103_length_24047_cov_66.7","D10","HFD","HFD_D10",11193366
"K00390","Energy metabolism","L1EHE1100156","NODE_16257_length_1583_cov_3.495419||full_3","NODE_16257_length_1583_cov_3.495419||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_16257_length_1583_cov_3.4","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1EGH020932","NODE_33_length_43677_cov_17.553390||full_57","NODE_33_length_43677_cov_17.553390||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_33_length_43677_cov_17.55","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1HGH010559","NODE_790_length_13990_cov_4.219663||full_20","NODE_790_length_13990_cov_4.219663||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_790_length_13990_cov_4.21","D0","CON","CON_D0",1732889
"K00390","Energy metabolism","L1EHE1100147","NODE_1070_length_13320_cov_13.126197||full_8","NODE_1070_length_13320_cov_13.126197||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_1070_length_13320_cov_13.","D0","HFD","HFD_D0",8310904
"K00390","Energy metabolism","L1EGH020933","NODE_1395_length_8912_cov_24.065033||full_5","NODE_1395_length_8912_cov_24.065033||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1395_length_8912_cov_24.0","D0","FUC","FUC_D0",11806630
"K00390","Energy metabolism","L1EGH020933","NODE_78_length_34655_cov_30.773671||full_1 3992-34651/34651_35","NODE_78_length_34655_cov_30.773671||full_1 3992-34651/34651","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_78_length_34655_cov_30.77","D0","FUC","FUC_D0",11806630
"K00390","Energy metabolism","L1EGH020944","NODE_260_length_24602_cov_27.949159||full_31","NODE_260_length_24602_cov_27.949159||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_260_length_24602_cov_27.9","D14","FUC","FUC_D14",8504684
"K00390","Energy metabolism","L1EHE1100148","NODE_358_length_22181_cov_11.782066||full_2","NODE_358_length_22181_cov_11.782066||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_358_length_22181_cov_11.7","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EGH020946","NODE_9974_length_2249_cov_2.752507||full_2","NODE_9974_length_2249_cov_2.752507||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_9974_length_2249_cov_2.75","D14","FUC","FUC_D14",7525830
"K00390","Energy metabolism","L1EGH020932","NODE_249_length_20316_cov_29.148364||full_5","NODE_249_length_20316_cov_29.148364||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_249_length_20316_cov_29.1","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1EHE1100152","NODE_75_length_27354_cov_8.848896||full_31","NODE_75_length_27354_cov_8.848896||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_75_length_27354_cov_8.848","D10","HFD","HFD_D10",5747820
"K00390","Energy metabolism","L1HGH010565","NODE_18588_length_1173_cov_4.771914||full_1","NODE_18588_length_1173_cov_4.771914||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_18588_length_1173_cov_4.7","D10","CON","CON_D10",12598477
"K00390","Energy metabolism","L1EHE1100152","NODE_10700_length_1927_cov_3.334402||full_3","NODE_10700_length_1927_cov_3.334402||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_10700_length_1927_cov_3.3","D10","HFD","HFD_D10",5747820
"K00390","Energy metabolism","L1EGH020934","NODE_391_length_14670_cov_15.154362||full_21","NODE_391_length_14670_cov_15.154362||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_391_length_14670_cov_15.1","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EGH020949","NODE_470_length_7108_cov_9.774989||full_2","NODE_470_length_7108_cov_9.774989||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_470_length_7108_cov_9.774","D18","FUC","FUC_D18",12447007
"K00390","Energy metabolism","L1EGH020941","NODE_11282_length_2761_cov_3.565780||full_1","NODE_11282_length_2761_cov_3.565780||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_11282_length_2761_cov_3.5","D10","FUC","FUC_D10",6503397
"K00390","Energy metabolism","L1EGH020934","NODE_2274_length_6180_cov_15.034122||full_2","NODE_2274_length_6180_cov_15.034122||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2274_length_6180_cov_15.0","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1HGH010559","NODE_7107_length_3728_cov_10.060169||full_5","NODE_7107_length_3728_cov_10.060169||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_7107_length_3728_cov_10.0","D0","CON","CON_D0",1732889
"K00390","Energy metabolism","L1EGH020945","NODE_431_length_12936_cov_8.083146||full_2","NODE_431_length_12936_cov_8.083146||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_431_length_12936_cov_8.08","D14","FUC","FUC_D14",8434433
"K00390","Energy metabolism","L1EGH020939","NODE_21176_length_1692_cov_29.817960||full_2","NODE_21176_length_1692_cov_29.817960||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_21176_length_1692_cov_29.","D10","FUC","FUC_D10",3309510
"K00390","Energy metabolism","L1EGH020941","NODE_5428_length_4730_cov_5.008770||full_4","NODE_5428_length_4730_cov_5.008770||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5428_length_4730_cov_5.00","D10","FUC","FUC_D10",6503397
"K00390","Energy metabolism","L1EGH020935","NODE_1063_length_9360_cov_30.240838||full_11","NODE_1063_length_9360_cov_30.240838||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1063_length_9360_cov_30.2","D0","FUC","FUC_D0",6954542
"K00390","Energy metabolism","L1HGH010561","NODE_1081_length_12318_cov_5.016065||full_8","NODE_1081_length_12318_cov_5.016065||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1081_length_12318_cov_5.0","D0","CON","CON_D0",5555870
"K00390","Energy metabolism","L1EGH020934","NODE_515_length_13106_cov_15.321431||full_21","NODE_515_length_13106_cov_15.321431||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_515_length_13106_cov_15.3","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EGH020946","NODE_2024_length_6305_cov_5.630400||full_5","NODE_2024_length_6305_cov_5.630400||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2024_length_6305_cov_5.63","D14","FUC","FUC_D14",7525830
"K00390","Energy metabolism","L1EHE1100156","NODE_505_length_13155_cov_6.677328||full_21","NODE_505_length_13155_cov_6.677328||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_505_length_13155_cov_6.67","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1EGH020942","NODE_1164_length_9949_cov_7.099353||full_15","NODE_1164_length_9949_cov_7.099353||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1164_length_9949_cov_7.09","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EHE1100156","NODE_3287_length_4816_cov_9.110901||full_1","NODE_3287_length_4816_cov_9.110901||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3287_length_4816_cov_9.11","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1EGH020944","NODE_88_length_35667_cov_36.184067||full_42","NODE_88_length_35667_cov_36.184067||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_88_length_35667_cov_36.18","D14","FUC","FUC_D14",8504684
"K00390","Energy metabolism","L1EGH020942","NODE_30_length_46577_cov_21.726130||full_1 1-31662/46208_38","NODE_30_length_46577_cov_21.726130||full_1 1-31662/46208","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_30_length_46577_cov_21.72","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EHE1100144","NODE_2082_length_5516_cov_3.510895||full_8","NODE_2082_length_5516_cov_3.510895||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2082_length_5516_cov_3.51","D0","HFD","HFD_D0",7682661
"K00390","Energy metabolism","L1HGH010568","NODE_18_length_59732_cov_21.414682||full_38","NODE_18_length_59732_cov_21.414682||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_18_length_59732_cov_21.41","D14","CON","CON_D14",4271223
"K00390","Energy metabolism","L1EGH020937","NODE_47_length_34217_cov_12.024003||full_1 3416-34216/34216_35","NODE_47_length_34217_cov_12.024003||full_1 3416-34216/34216","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_47_length_34217_cov_12.02","D10","FUC","FUC_D10",5160896
"K00390","Energy metabolism","L1EGH020935","NODE_2496_length_5764_cov_7.395866||full_5","NODE_2496_length_5764_cov_7.395866||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2496_length_5764_cov_7.39","D0","FUC","FUC_D0",6954542
"K00390","Energy metabolism","L1EHE1100148","NODE_9403_length_2995_cov_6.156803||full_3","NODE_9403_length_2995_cov_6.156803||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_9403_length_2995_cov_6.15","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EGH020932","NODE_11579_length_2636_cov_2.988764||full_3","NODE_11579_length_2636_cov_2.988764||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_11579_length_2636_cov_2.9","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1HGH010568","NODE_150_length_29529_cov_10.939099||full_14","NODE_150_length_29529_cov_10.939099||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_150_length_29529_cov_10.9","D14","CON","CON_D14",4271223
"K00390","Energy metabolism","L1EGH020939","NODE_2219_length_8454_cov_5.608525||full_2","NODE_2219_length_8454_cov_5.608525||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2219_length_8454_cov_5.60","D10","FUC","FUC_D10",3309510
"K00390","Energy metabolism","L1EHE1100150","NODE_2789_length_4757_cov_4.139728||full_8","NODE_2789_length_4757_cov_4.139728||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2789_length_4757_cov_4.13","D10","HFD","HFD_D10",2197362
"K00390","Energy metabolism","L1EGH020932","NODE_13983_length_2310_cov_3.729933||full_4","NODE_13983_length_2310_cov_3.729933||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_13983_length_2310_cov_3.7","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1HGH010564","NODE_3029_length_3322_cov_5.545148||full_2","NODE_3029_length_3322_cov_5.545148||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3029_length_3322_cov_5.54","D10","CON","CON_D10",13862529
"K00390","Energy metabolism","L1EGH020941","NODE_6200_length_4288_cov_20.845027||full_6","NODE_6200_length_4288_cov_20.845027||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_6200_length_4288_cov_20.8","D10","FUC","FUC_D10",6503397
"K00390","Energy metabolism","L1EGH020935","NODE_5379_length_3450_cov_3.227688||full_1","NODE_5379_length_3450_cov_3.227688||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_5379_length_3450_cov_3.22","D0","FUC","FUC_D0",6954542
"K00390","Energy metabolism","L1EHE1100148","NODE_4272_length_5619_cov_3.869878||full_5","NODE_4272_length_5619_cov_3.869878||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_4272_length_5619_cov_3.86","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EHE1100154","NODE_13_length_38941_cov_12.223988||full_39","NODE_13_length_38941_cov_12.223988||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_13_length_38941_cov_12.22","D14","HFD","HFD_D14",10257673
"K00390","Energy metabolism","L1EHE1100148","NODE_4727_length_5200_cov_3.085520||full_3","NODE_4727_length_5200_cov_3.085520||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_4727_length_5200_cov_3.08","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EGH020938","NODE_1352_length_7195_cov_15.202101||full_2","NODE_1352_length_7195_cov_15.202101||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1352_length_7195_cov_15.2","D10","FUC","FUC_D10",3904971
"K00390","Energy metabolism","L1EGH020946","NODE_4637_length_3757_cov_19.579687||full_2","NODE_4637_length_3757_cov_19.579687||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF11922.8","Domain of unknown function (DUF3440)","NODE_4637_length_3757_cov_19.5","D14","FUC","FUC_D14",7525830
"K00390","Energy metabolism","L1EGH020936","NODE_1071_length_5155_cov_4.861569||full_3","NODE_1071_length_5155_cov_4.861569||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_1071_length_5155_cov_4.86","D0","FUC","FUC_D0",8561108
"K00390","Energy metabolism","L1EGH020935","NODE_44_length_39444_cov_11.587804||full_37","NODE_44_length_39444_cov_11.587804||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_44_length_39444_cov_11.58","D0","FUC","FUC_D0",6954542
"K00390","Energy metabolism","L1EGH020939","NODE_24739_length_1502_cov_39.004147||full_3","NODE_24739_length_1502_cov_39.004147||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_24739_length_1502_cov_39.","D10","FUC","FUC_D10",3309510
